set	db	genome_id	true_completeness	true_contamination	dominant_accession	dominant_phylum	ref_index	replicate	gunc_css	gunc_pass	gunc_fail	gunc_scored	n_effective_surplus_clades	taxonomic_level	n_genes_called	n_genes_mapped	proportion_genes_retained_in_major_clades	genes_retained_index	contamination_portion	mean_hit_identity	reference_representation_score	css_forcibly_zeroed	gunc_warn_rrs_lt_0.3	rrs_lt_0.5	powered	power_stratum	magicc_v5_pred_contamination	magicc_v5_pred_completeness	checkm2_pred_contamination	checkm2_pred_completeness
set_A_v2	progenomes_2.1	genome_110	100.0	0.0	RS_GCF_004015245.1	Verrucomicrobiota			0.0	True	False	True	0.0	kingdom	2343	2227	1.0	0.95	0.0	0.95	0.9	False	False	False	True	powered	1.1639982	99.87704	0.33	100.0
set_A_v2	progenomes_2.1	genome_111	69.15390136642252	0.0	RS_GCF_033097225.1	Campylobacterota			0.0	True	False	True	0.0	kingdom	1134	1128	1.0	0.99	0.0	0.97	0.96	False	False	False	True	powered	0.35091043	68.14957	0.03	65.98
set_A_v2	progenomes_2.1	genome_112	69.59198233652332	0.0	RS_GCF_024917315.1	Pseudomonadota			0.0	True	False	True	0.0	kingdom	3076	3050	1.0	0.99	0.0	0.98	0.97	False	False	False	True	powered	0.104662776	70.29606	0.13	73.69
set_A_v2	progenomes_2.1	genome_113	50.27017459362722	0.0	RS_GCF_036014235.1	Actinomycetota			0.0	True	False	True	0.0	kingdom	3650	3567	1.0	0.98	0.0	0.83	0.81	False	False	False	True	powered	0.43214262	52.108963	0.0	48.66
set_A_v2	progenomes_2.1	genome_114	68.57321026617723	0.0	RS_GCF_000056065.1	Bacillota			0.0	True	False	True	0.0	kingdom	1283	1264	1.0	0.98	0.0	0.94	0.93	False	False	False	True	powered	0.05299151	70.52682	1.47	74.5
set_A_v2	progenomes_2.1	genome_115	61.804786059444005	0.0	RS_GCF_021165815.1	Pseudomonadota			0.55	False	True	True	0.05	genus	2991	2919	0.86	0.84	0.03	0.99	0.83	False	False	False	True	powered	0.07199049	64.17836	0.26	70.59
set_A_v2	progenomes_2.1	genome_116	51.14066987016521	0.0	RS_GCF_024663255.1	Pseudomonadota			0.0	True	False	True	0.0	kingdom	3138	3006	1.0	0.96	0.0	0.96	0.92	False	False	False	True	powered	0.24642348	52.895786	0.11	64.9
set_A_v2	progenomes_2.1	genome_117	52.00978607297411	0.0	RS_GCF_041297935.1	Bacillota			0.0	True	False	True	0.0	kingdom	1601	1561	1.0	0.98	0.0	0.96	0.93	False	False	False	True	powered	0.014489889	51.809364	0.0	53.64
set_A_v2	progenomes_2.1	genome_118	52.17209784093002	0.0	RS_GCF_013341395.1	Bacillota			0.0	True	False	True	0.0	kingdom	1355	1321	1.0	0.97	0.0	0.96	0.93	False	False	False	True	powered	0.058221817	51.86949	0.02	52.07
set_A_v2	progenomes_2.1	genome_119	69.01428222357117	0.0	RS_GCF_029634765.1	Bacillota			0.0	True	False	True	0.0	kingdom	1900	1866	1.0	0.98	0.0	0.96	0.95	False	False	False	True	powered	0.33617318	69.19767	0.0	73.65
set_A_v2	progenomes_2.1	genome_12	50.397864416588114	0.0	RS_GCF_012974125.1	Pseudomonadota			0.0	True	False	True	0.0	kingdom	1306	1206	1.0	0.92	0.0	0.93	0.86	False	False	False	True	powered	0.059825182	54.41571	0.22	52.51
set_A_v2	progenomes_2.1	genome_120	55.16605624743455	0.0	RS_GCF_000317615.1	Cyanobacteriota			0.0	True	False	True	0.0	kingdom	1956	1922	1.0	0.98	0.0	0.97	0.95	False	False	False	True	powered	0.0006735325	53.62547	0.0	55.4
set_A_v2	progenomes_2.1	genome_121	50.27619183352161	0.0	RS_GCF_012273375.1	Bacillota			0.0	True	False	True	0.0	kingdom	2791	2761	1.0	0.99	0.0	0.98	0.97	False	False	False	True	powered	0.17547607	52.160053	0.06	53.35
set_A_v2	progenomes_2.1	genome_122	53.0698903439894	0.0	RS_GCF_002741805.2	Spirochaetota			0.0	True	False	True	0.0	kingdom	706	687	1.0	0.97	0.0	0.94	0.91	False	False	False	True	powered	1.0003656	68.279755	0.03	73.94
set_A_v2	progenomes_2.1	genome_123	51.68365298851484	0.0	RS_GCF_039912305.1	Pseudomonadota			0.01	True	False	True	0.85	genus	2506	2483	0.94	0.93	0.36	0.99	0.92	False	False	False	True	powered	0.02631247	53.229706	0.0	54.79
set_A_v2	progenomes_2.1	genome_124	50.51508454758338	0.0	GB_GCA_009762495.1	Pseudomonadota			0.02	True	False	True	0.72	genus	2448	2391	0.9	0.88	0.28	0.99	0.87	False	False	False	True	powered	0.10128021	51.516605	0.04	48.71
set_A_v2	progenomes_2.1	genome_125	50.35456123902456	0.0	RS_GCF_024442175.1	Pseudomonadota			0.0	True	False	True	0.0	kingdom	2343	2291	1.0	0.98	0.0	0.91	0.88	False	False	False	True	powered	0.089898705	51.74932	0.02	52.04
set_A_v2	progenomes_2.1	genome_126	50.942808312647024	0.0	RS_GCF_037099855.1	Bacillota			0.0	True	False	True	0.0	kingdom	1529	1475	1.0	0.96	0.0	0.94	0.91	False	False	False	True	powered	0.44454634	51.64045	0.22	54.48
set_A_v2	progenomes_2.1	genome_127	100.0	0.0	RS_GCF_000441635.1	Chlamydiota			0.0	True	False	True	0.0	kingdom	931	919	1.0	0.99	0.0	0.98	0.97	False	False	False	True	powered	1.1734933	99.91165	0.34	99.59
set_A_v2	progenomes_2.1	genome_128	100.0	0.0	RS_GCF_026016765.1	Bacillota			0.0	True	False	True	0.0	kingdom	701	692	1.0	0.99	0.0	0.95	0.93	False	False	False	True	powered	0.24117231	99.815155	0.06	99.89
set_A_v2	progenomes_2.1	genome_129	50.073712242595015	0.0	RS_GCF_002243365.1	Pseudomonadota			0.33	True	False	True	0.05	genus	3943	3849	0.9	0.88	0.02	0.91	0.79	False	False	False	True	powered	0.037166476	53.84595	0.01	52.08
set_A_v2	progenomes_2.1	genome_13	53.74577092505207	0.0	RS_GCF_011044275.1	Pseudomonadota			0.03	True	False	True	0.76	genus	1233	1199	0.92	0.9	0.25	0.92	0.83	False	False	False	True	powered	0.044581294	53.553806	0.17	48.87
set_A_v2	progenomes_2.1	genome_130	56.64364530983244	0.0	RS_GCF_039784265.1	Bacillota			0.0	True	False	True	0.0	kingdom	1124	1098	1.0	0.98	0.0	0.96	0.94	False	False	False	True	powered	0.36650598	55.599365	0.38	52.01
set_A_v2	progenomes_2.1	genome_131	100.0	0.0	RS_GCF_002211605.1	Fusobacteriota			0.0	True	False	True	0.0	kingdom	2150	2126	1.0	0.99	0.0	0.96	0.95	False	False	False	True	powered	2.0181565	99.36278	0.18	100.0
set_A_v2	progenomes_2.1	genome_132	53.21648950976328	0.0	RS_GCF_000234745.1	Pseudomonadota			0.14	True	False	True	0.11	genus	1162	1145	0.93	0.92	0.05	0.98	0.9	False	False	False	True	powered	0.21474957	53.880062	0.04	58.98
set_A_v2	progenomes_2.1	genome_133	52.09042053684311	0.0	GB_GCA_963662275.1	Cloacimonadota			0.03	True	False	True	1.75	phylum	1611	1435	0.79	0.71	0.44	0.49	0.35	False	False	True	False	weak	0.012463331	52.3508	0.07	51.87
set_A_v2	progenomes_2.1	genome_134	61.87211995966901	0.0	RS_GCF_000010445.1	Bacillota			0.0	True	False	True	0.0	kingdom	1668	1647	1.0	0.99	0.0	0.97	0.96	False	False	False	True	powered	0.15701056	63.815907	0.02	66.37
set_A_v2	progenomes_2.1	genome_135	51.29017800186021	0.0	RS_GCF_038024175.1	Bacillota			0.0	True	False	True	0.0	kingdom	3057	2998	1.0	0.98	0.0	0.94	0.92	False	False	False	True	powered	0.09700656	54.52807	0.31	56.93
set_A_v2	progenomes_2.1	genome_136	55.04150362272702	0.0	RS_GCF_002355475.1	Pseudomonadota			0.0	True	False	True	0.0	kingdom	3167	3126	1.0	0.99	0.0	0.98	0.96	False	False	False	True	powered	2.9903202	52.84584	0.08	59.44
set_A_v2	progenomes_2.1	genome_137	59.23254275325392	0.0	RS_GCF_019904315.1	Desulfobacterota			0.0	True	False	True	0.0	kingdom	2048	2032	1.0	0.99	0.0	0.98	0.98	False	False	False	True	powered	0.12322068	60.63807	0.33	56.21
set_A_v2	progenomes_2.1	genome_138	100.0	0.0	RS_GCF_016117655.1	Spirochaetota			0.02	True	False	True	0.39	phylum	2437	2258	0.97	0.9	0.16	0.65	0.58	False	False	False	True	powered	4.352367	99.88506	1.79	99.94
set_A_v2	progenomes_2.1	genome_139	51.55111089155376	0.0	RS_GCF_021398465.1	Pseudomonadota			0.01	True	False	True	0.32	genus	2325	2312	0.92	0.92	0.14	0.99	0.91	False	False	False	True	powered	0.02194643	53.369892	0.07	53.68
set_A_v2	progenomes_2.1	genome_14	59.82159567815408	0.0	RS_GCF_036232405.1	Pseudomonadota			0.24	True	False	True	0.1	order	3872	3820	0.97	0.96	0.05	0.96	0.92	False	False	False	True	powered	0.43401718	58.72102	0.06	68.41
set_A_v2	progenomes_2.1	genome_140	50.43693563297295	0.0	GB_GCA_030583965.1	Chloroflexota			0.04	True	False	True	0.15	phylum	1706	1597	0.89	0.84	0.07	0.63	0.53	False	False	False	True	powered	0.14575124	54.37187	0.35	49.05
set_A_v2	progenomes_2.1	genome_141	51.11691319769457	0.0	GB_GCA_001022195.1	Pseudomonadota			0.0	True	False	True	0.0	kingdom	3582	3488	1.0	0.97	0.0	0.96	0.94	False	False	False	True	powered	0.12508333	55.655426	0.17	58.88
set_A_v2	progenomes_2.1	genome_142	52.18127279706592	0.0	RS_GCF_030378165.1	Bacteroidota			0.0	True	False	True	0.0	kingdom	2703	2652	1.0	0.98	0.0	0.9	0.88	False	False	False	True	powered	0.018692017	57.334812	0.05	54.47
set_A_v2	progenomes_2.1	genome_143	51.526827233457965	0.0	RS_GCF_000164395.1	Pseudomonadota			0.39	True	False	True	0.08	genus	1696	1625	0.95	0.91	0.04	0.98	0.89	False	False	False	True	powered	1.2845486	64.06736	1.3	61.56
set_A_v2	progenomes_2.1	genome_144	58.37129362800909	0.0	GB_GCA_016766715.1	Verrucomicrobiota			0.0	True	False	True	0.0	kingdom	480	426	1.0	0.89	0.0	0.83	0.73	False	False	False	True	powered	0.41407645	55.879536	0.09	47.9
set_A_v2	progenomes_2.1	genome_145	50.8486939250766	0.0	RS_GCF_026651325.1	Pseudomonadota			0.0	True	False	True	0.0	kingdom	2164	2119	1.0	0.98	0.0	0.9	0.89	False	False	False	True	powered	0.055921078	51.70163	0.0	55.29
set_A_v2	progenomes_2.1	genome_146	50.50036681517924	0.0	GB_GCA_002777535.1	Actinomycetota			0.0	True	False	True	0.0	kingdom	3679	3566	1.0	0.97	0.0	0.84	0.81	False	False	False	True	powered	1.908493	50.925755	0.59	48.58
set_A_v2	progenomes_2.1	genome_147	74.0733486755129	0.0	RS_GCF_900090055.1	Thermoplasmatota			0.0	True	False	True	0.0	kingdom	1383	1363	1.0	0.99	0.0	0.99	0.97	False	False	False	True	powered	0.25512576	75.34597	0.05	79.94
set_A_v2	progenomes_2.1	genome_148	50.8516197522499	0.0	RS_GCF_918419245.1	Actinomycetota			0.0	True	False	True	0.0	kingdom	2052	2037	1.0	0.99	0.0	0.98	0.97	False	False	False	True	powered	0.35954416	52.14855	0.05	52.16
set_A_v2	progenomes_2.1	genome_149	51.76598394612356	0.0	RS_GCF_000339015.1	Pseudomonadota			0.0	True	False	True	0.0	kingdom	2221	2179	1.0	0.98	0.0	0.95	0.94	False	False	False	True	powered	0.01501143	52.98725	0.04	55.29
set_A_v2	progenomes_2.1	genome_15	61.25046423372621	0.0	RS_GCF_020546685.1	Deinococcota			0.0	True	False	True	0.0	kingdom	1977	1959	1.0	0.99	0.0	0.98	0.97	False	False	False	True	powered	0.13056695	60.100574	0.0	66.07
set_A_v2	progenomes_2.1	genome_150	50.48845108967816	0.0	RS_GCF_010119915.1	Actinomycetota			0.0	True	False	True	0.0	kingdom	2048	1996	1.0	0.97	0.0	0.8	0.78	False	False	False	True	powered	0.04208386	55.148964	0.34	49.69
set_A_v2	progenomes_2.1	genome_151	53.03116608960971	0.0	RS_GCF_002201955.1	Bacillota			0.0	True	False	True	0.0	kingdom	2132	2109	1.0	0.99	0.0	0.98	0.97	False	False	False	True	powered	0.07843077	53.109005	1.28	53.72
set_A_v2	progenomes_2.1	genome_152	52.71265410047042	0.0	RS_GCF_021117095.1	Pseudomonadota			0.0	True	False	True	0.0	kingdom	2441	2372	1.0	0.97	0.0	0.88	0.85	False	False	False	True	powered	0.190866	51.930176	0.24	47.99
set_A_v2	progenomes_2.1	genome_153	77.57159485887874	0.0	RS_GCF_000023905.1	Fusobacteriota			0.0	True	False	True	0.0	kingdom	1843	1825	1.0	0.99	0.0	0.98	0.97	False	False	False	True	powered	0.39702654	75.420944	0.13	77.71
set_A_v2	progenomes_2.1	genome_154	55.24352753521017	0.0	RS_GCF_000626355.1	Pseudomonadota			0.0	True	False	True	0.0	kingdom	2391	2356	1.0	0.99	0.0	0.98	0.97	False	False	False	True	powered	0.043833256	55.530396	0.43	52.61
set_A_v2	progenomes_2.1	genome_155	52.04757766456497	0.0	RS_GCF_008693785.1	Pseudomonadota			0.22	True	False	True	0.09	order	2465	2400	0.97	0.94	0.04	0.95	0.9	False	False	False	True	powered	0.15835464	55.181976	0.18	54.75
set_A_v2	progenomes_2.1	genome_156	50.948276707913344	0.0	RS_GCF_027945845.1	Pseudomonadota			0.29	True	False	True	0.18	family	2929	2857	0.94	0.92	0.08	0.89	0.82	False	False	False	True	powered	0.026208162	52.70458	0.5	57.61
set_A_v2	progenomes_2.1	genome_157	51.91176979068371	0.0	RS_GCF_001889005.1	Bacteroidota			0.0	True	False	True	0.0	kingdom	1383	1372	1.0	0.99	0.0	0.99	0.98	False	False	False	True	powered	0.09800494	50.92222	0.09	53.12
set_A_v2	progenomes_2.1	genome_158	63.39187886577236	0.0	RS_GCF_037911025.1	Fusobacteriota			0.11	True	False	True	0.05	phylum	1480	1455	1.0	0.98	0.03	0.94	0.92	False	False	False	True	powered	1.5240103	59.95376	0.7	59.98
set_A_v2	progenomes_2.1	genome_159	52.13784642299578	0.0	RS_GCF_001975045.1	Bacillota			0.0	True	False	True	0.0	kingdom	1443	1418	1.0	0.98	0.0	0.96	0.94	False	False	False	True	powered	0.10856092	52.558067	0.03	59.94
set_A_v2	progenomes_2.1	genome_16	50.3824110456935	0.0	GB_GCA_019670065.1	Pseudomonadota			0.12	True	False	True	0.82	family	2093	2014	0.81	0.78	0.29	0.67	0.52	False	False	False	True	powered	0.06369352	58.81639	0.14	56.31
set_A_v2	progenomes_2.1	genome_160	57.3339876834217	0.0	GB_GCA_000306725.1	Halobacteriota			0.0	True	False	True	0.0	kingdom	1717	1696	1.0	0.99	0.0	0.98	0.97	False	False	False	True	powered	0.912863	62.67913	0.06	64.83
set_A_v2	progenomes_2.1	genome_161	53.24099262626626	0.0	RS_GCF_001750065.2	Actinomycetota			0.0	True	False	True	0.0	kingdom	3237	3211	1.0	0.99	0.0	0.98	0.97	False	False	False	True	powered	0.7444978	55.261745	0.3	56.47
set_A_v2	progenomes_2.1	genome_162	53.90928477858028	0.0	RS_GCF_022637495.1	Pseudomonadota			0.01	True	False	True	0.26	genus	1675	1646	0.94	0.93	0.11	0.82	0.76	False	False	False	True	powered	0.12446344	57.08981	0.01	60.06
set_A_v2	progenomes_2.1	genome_163	51.08476115407798	0.0	RS_GCF_900104945.1	Pseudomonadota			0.0	True	False	True	0.0	kingdom	1671	1663	1.0	1.0	0.0	0.99	0.98	False	False	False	True	powered	0.065907836	51.01218	0.02	50.67
set_A_v2	progenomes_2.1	genome_164	50.7542731187261	0.0	RS_GCF_001998105.1	Actinomycetota			0.0	True	False	True	0.0	kingdom	2054	2041	1.0	0.99	0.0	0.99	0.98	False	False	False	True	powered	0.2827704	52.37213	0.28	50.97
set_A_v2	progenomes_2.1	genome_165	55.706756155354284	0.0	RS_GCF_028471865.1	Methanobacteriota_B			0.0	True	False	True	0.0	kingdom	1285	1279	1.0	1.0	0.0	0.99	0.99	False	False	False	True	powered	0.99678934	55.668446	0.23	54.74
set_A_v2	progenomes_2.1	genome_166	56.58102808806308	0.0	RS_GCF_001889405.1	Halobacteriota			0.0	True	False	True	0.0	kingdom	1181	1172	1.0	0.99	0.0	0.99	0.98	False	False	False	True	powered	0.12367368	56.289024	0.29	55.47
set_A_v2	progenomes_2.1	genome_167	58.83461208900076	0.0	RS_GCF_014900295.1	Actinomycetota			0.0	True	False	True	0.0	kingdom	2385	2373	1.0	0.99	0.0	0.99	0.98	False	False	False	True	powered	0.22885501	58.53556	0.11	59.7
set_A_v2	progenomes_2.1	genome_168	59.157959098347234	0.0	RS_GCF_003181155.1	Pseudomonadota			0.0	True	False	True	0.0	kingdom	2849	2815	1.0	0.99	0.0	0.98	0.97	False	False	False	True	powered	0.20267665	60.66694	0.0	63.97
set_A_v2	progenomes_2.1	genome_169	60.300085823287866	0.0	RS_GCF_019175445.1	Bacillota			0.0	True	False	True	0.0	kingdom	1542	1510	1.0	0.98	0.0	0.97	0.95	False	False	False	True	powered	0.04274547	62.236782	0.1	64.28
set_A_v2	progenomes_2.1	genome_17	51.46742470805162	0.0	RS_GCF_004014855.1	Bacteroidota			0.12	True	False	True	0.05	phylum	1529	1423	0.98	0.91	0.02	0.66	0.6	False	False	False	True	powered	0.14129877	55.72976	0.01	50.75
set_A_v2	progenomes_2.1	genome_170	63.794388001352864	0.0	RS_GCF_032701645.1	Cyanobacteriota			0.02	True	False	True	0.07	genus	3014	2916	0.81	0.79	0.04	0.94	0.74	False	False	False	True	powered	0.84849596	66.4391	0.0	66.46
set_A_v2	progenomes_2.1	genome_171	59.26997685672208	0.0	GB_GCA_009671145.1	Pseudomonadota			0.01	True	False	True	0.54	genus	2678	2673	0.94	0.94	0.23	1.0	0.94	False	False	False	True	powered	0.14811158	60.048668	0.0	61.16
set_A_v2	progenomes_2.1	genome_172	65.22681229330807	0.0	RS_GCF_004635925.1	Pseudomonadota			0.0	True	False	True	0.0	kingdom	2588	2547	1.0	0.98	0.0	0.97	0.95	False	False	False	True	powered	0.4096836	66.45564	0.85	57.4
set_A_v2	progenomes_2.1	genome_173	63.09563187233509	0.0	RS_GCF_041860165.1	Pseudomonadota			0.0	True	False	True	0.0	kingdom	2995	2971	1.0	0.99	0.0	0.98	0.97	False	False	False	True	powered	0.083726645	60.842003	0.02	63.87
set_A_v2	progenomes_2.1	genome_174	58.90287330535188	0.0	RS_GCF_040267745.1	Bacillota			0.0	True	False	True	0.0	kingdom	2021	1950	1.0	0.96	0.0	0.95	0.92	False	False	False	True	powered	0.051534176	61.087173	0.19	56.96
set_A_v2	progenomes_2.1	genome_175	63.54923303234765	0.0	GB_GCA_902167295.1	Bacteroidota			0.05	True	False	True	0.06	genus	3350	3149	0.8	0.76	0.03	0.71	0.53	False	False	False	True	powered	0.07190406	63.708267	0.27	64.67
set_A_v2	progenomes_2.1	genome_176	63.91699026326299	0.0	RS_GCF_003122385.1	Bacteroidota			0.0	True	False	True	0.0	kingdom	3083	3030	1.0	0.98	0.0	0.89	0.88	False	False	False	True	powered	0.0559628	65.090675	0.08	67.7
set_A_v2	progenomes_2.1	genome_177	62.51788368008646	0.0	GB_GCA_013704765.1	Pseudomonadota			0.0	True	False	True	0.0	kingdom	3316	3251	1.0	0.98	0.0	0.95	0.93	False	False	False	True	powered	0.32767057	63.79556	0.15	72.59
set_A_v2	progenomes_2.1	genome_178	61.29001815501628	0.0	RS_GCF_034258555.1	Pseudomonadota			0.0	True	False	True	0.0	kingdom	2406	2344	1.0	0.97	0.0	0.97	0.94	False	False	False	True	powered	0.16290843	61.92017	0.48	69.39
set_A_v2	progenomes_2.1	genome_179	56.82532072038909	0.0	GB_GCA_963678145.1	Campylobacterota			0.02	True	False	True	0.08	class	1392	1330	0.95	0.9	0.04	0.63	0.57	False	False	False	True	powered	0.41652322	55.350685	0.16	57.48
set_A_v2	progenomes_2.1	genome_18	50.189495998155074	0.0	RS_GCF_025147085.1	Bacteroidota			0.0	True	False	True	0.0	kingdom	2673	2586	1.0	0.97	0.0	0.91	0.88	False	False	False	True	powered	0.1897335	54.61139	0.21	59.28
set_A_v2	progenomes_2.1	genome_180	67.12157872968842	0.0	RS_GCF_000190635.1	Bacillota			0.33	True	False	True	0.05	genus	2286	2253	0.98	0.96	0.03	0.99	0.96	False	False	False	True	powered	10.447538	54.754463	0.07	74.69
set_A_v2	progenomes_2.1	genome_181	59.869222174514825	0.0	RS_GCF_003718655.1	Pseudomonadota			0.0	True	False	True	0.0	kingdom	2903	2885	1.0	0.99	0.0	0.99	0.98	False	False	False	True	powered	0.04194081	64.0096	0.09	65.78
set_A_v2	progenomes_2.1	genome_182	59.93613634689857	0.0	RS_GCF_000092565.1	Spirochaetota			0.0	True	False	True	0.0	kingdom	2293	2228	1.0	0.97	0.0	0.99	0.96	False	False	False	True	powered	0.105541945	57.724537	0.06	58.47
set_A_v2	progenomes_2.1	genome_183	58.04532647575583	0.0	RS_GCF_000224745.1	Bacteroidota_A			0.0	True	False	True	0.0	kingdom	1704	1643	1.0	0.96	0.0	0.92	0.89	False	False	False	True	powered	0.25455058	58.854973	0.03	55.91
set_A_v2	progenomes_2.1	genome_184	50.97469789158495	0.0	RS_GCF_033802665.1	Pseudomonadota			0.01	True	False	True	0.14	genus	2211	2192	0.95	0.94	0.07	0.98	0.92	False	False	False	True	powered	0.13843477	53.26968	0.41	54.19
set_A_v2	progenomes_2.1	genome_185	100.0	0.0	RS_GCF_002201495.1	Verrucomicrobiota			0.0	True	False	True	0.0	kingdom	2278	2186	1.0	0.96	0.0	0.96	0.92	False	False	False	True	powered	1.1094272	99.86243	0.28	100.0
set_A_v2	progenomes_2.1	genome_186	59.47640378798631	0.0	RS_GCF_036014155.1	Actinomycetota			0.0	True	False	True	0.0	kingdom	5844	5765	1.0	0.99	0.0	0.84	0.83	False	False	False	True	powered	0.85976124	58.397717	1.59	59.22
set_A_v2	progenomes_2.1	genome_187	64.12272867232637	0.0	RS_GCF_009665315.1	Pseudomonadota			0.0	True	False	True	0.0	kingdom	3280	3232	1.0	0.99	0.0	0.97	0.96	False	False	False	True	powered	0.06775856	67.05	0.75	70.48
set_A_v2	progenomes_2.1	genome_188	58.25530732799456	0.0	RS_GCF_013425975.1	Pseudomonadota			0.14	True	False	True	0.12	family	2931	2875	0.96	0.94	0.06	0.9	0.85	False	False	False	True	powered	0.07942915	56.29762	0.34	58.09
set_A_v2	progenomes_2.1	genome_189	94.62585551647868	0.0	RS_GCF_014218035.1	Bacillota			0.0	True	False	True	0.0	kingdom	1821	1776	1.0	0.98	0.0	0.96	0.93	False	False	False	True	powered	0.15788972	99.62276	0.01	95.65
set_A_v2	progenomes_2.1	genome_19	53.63046589338924	0.0	RS_GCF_019857565.1	Pseudomonadota			0.0	True	False	True	0.0	kingdom	3353	3283	1.0	0.98	0.0	0.95	0.93	False	False	False	True	powered	0.04992783	53.55285	0.21	57.42
set_A_v2	progenomes_2.1	genome_190	58.876622271968046	0.0	RS_GCF_007752345.1	Planctomycetota			0.0	True	False	True	0.0	kingdom	2437	2196	1.0	0.9	0.0	0.9	0.81	False	False	False	True	powered	0.0541538	56.05949	0.0	58.91
set_A_v2	progenomes_2.1	genome_191	65.20221642463908	0.0	RS_GCF_009497795.1	Bacillota			0.0	True	False	True	0.0	kingdom	2548	2520	1.0	0.99	0.0	0.98	0.97	False	False	False	True	powered	0.13980865	67.32795	0.05	67.8
set_A_v2	progenomes_2.1	genome_192	100.0	0.0	GB_GCA_000200715.1	Thermoproteota			0.0	True	False	True	0.0	kingdom	1910	1850	1.0	0.97	0.0	0.97	0.94	False	False	False	True	powered	0.25990307	92.638794	0.44	99.95
