genome_name	pred_completeness	pred_contamination
genome_473	77.4580	11.6035
genome_474	99.9981	5.3536
genome_475	79.8999	0.3173
genome_476	89.2528	0.1182
genome_477	59.2263	0.0031
genome_478	72.8078	0.1431
genome_479	79.9668	55.7428
genome_48	84.4812	89.8996
genome_480	65.1159	64.6128
genome_481	77.0199	0.0531
genome_482	99.9512	66.8628
genome_483	77.6417	1.2294
genome_484	73.4985	0.0337
genome_485	67.7016	94.2416
genome_486	99.9960	6.2900
genome_487	70.8634	65.9548
genome_488	99.7940	40.0599
genome_489	85.9079	0.2197
genome_49	77.1248	74.6351
genome_490	62.5341	4.8975
genome_491	66.2690	94.7602
genome_492	85.1155	96.7355
genome_493	62.9093	0.0626
genome_494	64.4389	64.1847
genome_495	72.6564	60.5283
genome_496	74.6780	31.0033
genome_497	89.3810	0.0328
genome_498	99.3873	60.5453
genome_499	81.7561	78.8726
genome_5	58.2124	70.6864
genome_50	67.8180	36.3834
genome_500	54.5318	0.0068
genome_501	83.7821	32.9191
genome_502	99.0041	1.9417
genome_503	98.6248	0.0064
genome_504	99.9977	59.9236
genome_505	90.5776	0.2450
genome_506	63.4354	0.0300
genome_507	85.6955	0.3992
genome_508	60.6935	48.6119
genome_509	99.8134	88.9763
genome_51	99.8943	82.0136
genome_510	55.0815	3.1133
genome_511	77.7861	79.9527
genome_512	63.5563	87.8220
genome_513	80.1735	80.4549
genome_514	99.9245	0.3468
genome_515	99.8625	90.8106
genome_516	84.9377	57.4834
genome_517	76.8241	50.0669
genome_518	99.9698	43.0285
genome_519	63.5526	57.8025
genome_52	81.4034	91.9202
genome_520	76.6185	86.0078
genome_521	78.6227	44.4108
genome_522	70.1322	90.5031
genome_523	99.4113	61.1445
genome_524	83.9444	36.2159
genome_525	99.9993	88.0749
genome_526	99.9540	42.8877
genome_527	73.6836	82.2713
genome_528	99.9320	33.1474
genome_529	82.4995	22.8851
genome_53	99.9891	42.8420
genome_530	72.2753	1.7312
genome_531	57.0598	0.0312
genome_532	88.3997	16.3753
genome_533	77.1416	78.0657
genome_534	52.9511	0.0127
genome_535	65.0783	74.3662
genome_536	85.3476	37.8573
genome_537	76.5903	25.7053
genome_538	52.1705	5.8968
genome_539	72.7709	81.9483
genome_54	99.1186	92.0218
genome_540	99.9091	78.9492
genome_541	80.8454	22.1991
genome_542	69.5931	0.5657
genome_543	96.8344	59.7608
genome_544	99.8862	85.4050
genome_545	63.5752	30.1845
genome_546	99.9863	20.9477
genome_547	83.0492	53.1306
genome_548	83.9964	13.6050
genome_549	79.9543	74.5022
genome_55	90.5789	76.4714
genome_550	99.9869	78.7156
genome_551	99.9176	3.1298
genome_552	99.9521	30.9889
genome_553	80.8146	71.7901
genome_554	99.9622	40.4981
genome_555	67.2393	0.0635
genome_556	99.5014	70.0980
genome_557	69.0356	72.9147
genome_558	58.3130	45.7670
genome_559	82.4419	83.6194
genome_56	59.0794	46.9951
genome_560	97.8879	1.4991
genome_561	86.2523	0.4228
genome_562	62.1559	75.6324
genome_563	99.9143	21.4492
genome_564	99.7389	56.0958
genome_565	57.7925	48.0414
genome_566	59.6151	0.0562
genome_567	77.8942	10.6834
genome_568	61.6553	70.1144
genome_569	99.9947	26.7867
genome_57	79.1966	90.1971
genome_570	98.8918	62.2805
genome_571	99.9923	92.4995
genome_572	75.0719	32.2667
genome_573	70.8386	82.2317
genome_574	71.1018	0.0748
genome_575	80.1436	84.5226
genome_576	57.8340	24.9945
genome_577	99.7245	14.3498
genome_578	79.8904	0.9337
genome_579	99.9916	95.7428
genome_58	99.9598	20.9991
genome_580	99.9704	86.0367
genome_581	69.0496	0.0500
genome_582	85.5412	18.3096
genome_583	64.7479	54.3473
genome_584	84.3697	11.0651
genome_585	87.0667	0.2941
genome_586	99.9168	51.6781
genome_587	99.9809	49.9811
genome_588	81.8569	32.0975
genome_589	82.4795	34.5853
genome_59	69.8670	22.0652
genome_590	79.9341	44.9312
genome_591	99.2579	91.7637
genome_592	82.2012	0.0456
genome_593	99.8578	54.7429
genome_594	61.8429	35.3002
genome_595	90.1697	88.8289
genome_596	99.4130	16.0567
genome_597	78.7903	71.4975
genome_598	54.6461	91.1153
genome_599	76.8886	79.1708
genome_6	59.5218	40.3777
genome_60	99.9834	23.6052
genome_600	88.7990	2.3301
genome_601	98.8336	87.6117
genome_602	53.4178	22.5914
genome_603	89.2719	2.1510
genome_604	78.9680	87.4469
genome_605	60.7897	0.0070
genome_606	59.5580	64.1233
genome_607	99.7992	58.0150
genome_608	61.1506	0.0215
genome_609	82.5634	35.5209
genome_61	86.1253	72.1685
genome_610	73.4793	32.0628
genome_611	99.6910	75.1168
genome_612	66.8891	90.4221
genome_613	74.8792	70.6533
genome_614	57.8043	93.8700
genome_615	89.3876	9.0183
genome_616	63.1004	84.3575
genome_617	64.2991	89.9328
genome_618	72.8560	76.3440
genome_619	59.6158	0.0093
genome_62	73.4699	8.5559
genome_620	57.1053	0.1256
genome_621	87.5389	33.9489
genome_622	63.2920	29.5062
genome_623	99.9939	77.8278
genome_624	95.5887	77.1381
genome_625	81.5042	0.0730
genome_626	90.2154	86.9310
genome_627	58.3037	16.3444
genome_628	58.6105	1.7756
genome_629	99.9636	14.8968
genome_63	99.7914	71.5913
genome_630	81.1768	0.3170
genome_631	99.9709	88.8127
genome_632	56.5206	0.0551
genome_633	55.2952	0.0113
genome_634	78.2040	69.6311
genome_635	99.9945	60.6985
genome_636	97.4273	87.8081
genome_637	73.9003	0.0159
genome_638	99.9638	74.6198
genome_639	96.0369	88.3600
genome_64	98.8579	88.3815
genome_640	98.2147	88.9616
genome_641	61.3887	0.0030
genome_642	69.2934	13.0870
genome_643	63.8975	38.4291
genome_644	84.1864	67.7341
genome_645	83.4796	1.3426
genome_646	99.9012	46.4662
genome_647	60.9829	0.0223
genome_648	86.0862	63.1244
genome_649	98.9241	50.1000
genome_65	99.9736	85.5672
genome_650	99.9322	73.6062
genome_651	80.3406	60.2606
genome_652	99.8448	74.7897
genome_653	71.7051	21.4482
genome_654	75.0484	0.0973
genome_655	71.2044	11.1099
genome_656	96.8352	73.7736
genome_657	64.6056	46.1577
genome_658	64.8874	80.8372
genome_659	75.8747	60.9783
genome_66	98.3422	86.3866
genome_660	99.9209	9.7421
genome_661	54.1418	28.7234
genome_662	69.2871	77.3572
genome_663	58.5074	86.9637
genome_664	80.3711	92.7675
genome_665	77.2708	79.3393
genome_666	68.0585	27.4298
genome_667	99.9793	23.7774
genome_668	55.8076	79.9755
genome_669	70.4751	33.5512
genome_67	87.9406	1.3812
genome_670	85.0098	56.5806
genome_671	78.9976	31.9553
genome_672	99.6333	17.9220
genome_673	99.9560	77.7197
genome_674	88.4469	0.0192
genome_675	99.9901	7.6734
genome_676	66.0570	0.1434
genome_677	65.4239	0.0138
genome_678	55.7245	45.4351
genome_679	85.0131	17.5594
genome_68	99.9699	64.7555
genome_680	85.2318	0.7976
genome_681	99.8904	71.7997
genome_682	52.2390	0.0696
genome_683	98.7238	8.3755
genome_684	99.7978	31.6140
genome_685	53.5822	67.3306
genome_686	60.0815	91.9623
genome_687	97.8499	73.0226
genome_688	82.3787	12.6163
genome_689	66.2945	0.0355
genome_69	76.7919	18.4418
genome_690	58.2514	50.7032
genome_691	56.7399	0.0280
genome_692	65.9828	0.0328
genome_693	99.9795	77.9683
genome_694	52.1538	9.7934
genome_695	99.9200	71.5544
genome_696	92.4028	0.0187
genome_697	55.2046	69.1891
genome_698	56.5241	59.4208
genome_699	99.9151	54.4794
genome_7	85.8186	24.3686
genome_70	70.9700	0.0246
genome_700	76.6110	18.8549
genome_701	81.7679	51.3903
genome_702	74.5392	0.0450
genome_703	75.3622	70.6630
genome_704	75.4394	64.4922
genome_705	99.7311	35.1335
genome_706	99.8837	15.3157
genome_707	80.1401	88.2347
genome_708	62.0622	16.3359
genome_709	99.8370	17.4293
genome_71	55.1351	4.9137
genome_710	76.5511	6.7854
genome_711	99.9932	33.8470
genome_712	63.0104	36.8562
genome_713	72.6996	0.0970
genome_714	99.7687	49.4856
genome_715	93.8886	47.9337
genome_716	51.2274	0.0080
genome_717	58.4269	0.4010
genome_718	99.9989	4.6570
genome_719	79.6592	13.2241
genome_72	63.4111	0.1399
genome_720	75.3398	17.3722
genome_721	99.2792	92.3796
genome_722	75.9599	0.0815
genome_723	84.7740	60.0507
genome_724	99.6962	85.2313
genome_725	83.1504	24.0576
genome_726	64.4199	9.3330
genome_727	99.6029	0.0723
genome_728	56.1328	44.1604
genome_729	98.3844	70.9756
genome_73	59.2283	4.0792
genome_730	60.8869	63.9259
genome_731	77.8773	6.0704
genome_732	66.4187	89.6538
genome_733	60.1560	66.4573
genome_734	66.6500	77.3361
genome_735	56.6731	0.0197
genome_736	96.6268	46.9308
genome_737	70.9541	0.3350
genome_738	55.7077	61.8127
genome_739	99.9599	52.9419
genome_74	99.9599	53.5285
genome_740	91.6850	95.6749
genome_741	99.9454	38.4115
genome_742	66.2151	77.2639
genome_743	56.4144	89.5275
genome_744	68.1485	50.2714
genome_745	71.8790	75.9269
genome_746	61.2608	81.0365
genome_747	99.9024	0.0968
genome_748	98.8066	58.5961
genome_749	71.0749	85.1162
genome_75	99.9892	93.3660
genome_750	79.2828	90.2700
genome_751	65.5734	60.7837
genome_752	60.8776	40.5401
genome_753	76.7542	62.6318
genome_754	84.5080	73.9347
genome_755	99.9803	0.2743
genome_756	98.6530	71.5826
genome_757	70.0265	33.3409
genome_758	68.6341	77.1832
genome_759	99.9968	25.4927
genome_76	70.6452	0.3667
genome_760	71.9911	68.6694
genome_761	99.9870	3.2058
genome_762	64.6221	0.0599
genome_763	65.6196	68.2348
genome_764	61.6984	71.8788
genome_765	56.2109	10.6882
genome_766	56.3153	0.0195
genome_767	98.4214	9.1845
genome_768	69.4135	86.0116
genome_769	69.2229	0.0905
genome_77	84.5748	16.2857
genome_770	75.2951	49.5128
genome_771	98.4198	0.4850
genome_772	54.4607	75.7697
genome_773	96.7003	3.0912
genome_774	83.8180	11.4991
genome_775	72.9035	73.4463
genome_776	89.3707	0.1862
genome_777	83.2054	79.5659
genome_778	95.0782	9.3185
genome_779	76.4433	72.4645
genome_78	91.0229	0.4209
genome_780	84.1231	1.3215
genome_781	61.4217	32.9288
genome_782	99.2350	62.2995
genome_783	67.9424	0.0291
genome_784	75.9562	24.0422
genome_785	80.5098	19.6987
genome_786	82.3715	0.0377
genome_787	99.9968	25.1799
genome_788	83.5157	87.1617
genome_789	60.2730	0.0160
genome_79	84.9983	9.9001
genome_790	73.6557	0.0116
genome_791	82.6818	53.3125
genome_792	98.9730	9.1764
genome_793	99.9852	2.9681
genome_794	99.9998	88.2601
genome_795	85.7280	32.5335
genome_796	64.1903	64.4657
genome_797	81.7871	28.0703
genome_798	68.9757	0.0077
genome_799	99.9661	44.2859
genome_8	76.4444	9.0520
genome_80	99.7595	24.1262
genome_800	85.1819	74.7640
genome_801	83.2799	37.7202
genome_802	78.7538	89.2263
genome_803	79.5469	32.3574
genome_804	80.3843	0.0867
genome_805	59.8193	58.3417
genome_806	99.7467	83.6509
genome_807	79.4172	67.7595
genome_808	99.7412	0.2002
genome_809	75.7511	0.1439
genome_81	80.3899	44.0020
genome_810	65.1259	0.0487
genome_811	99.9855	45.7596
genome_812	99.4277	19.0980
genome_813	80.8489	63.9535
genome_814	79.4652	87.5551
genome_815	99.9942	91.4960
genome_816	99.7708	0.1073
genome_817	69.6674	0.1115
genome_818	99.1740	91.2561
genome_819	53.4808	18.4557
genome_82	72.8264	58.6683
genome_820	99.9792	89.0751
genome_821	66.0160	17.0676
genome_822	69.4361	1.2716
genome_823	62.8454	37.0103
genome_824	63.9695	0.0268
genome_825	59.4957	56.3728
genome_826	66.9970	10.1415
genome_827	65.8061	20.2147
genome_828	99.6379	50.9807
genome_829	99.4484	62.1037
genome_83	99.9614	2.3966
genome_830	83.2618	37.9886
genome_831	59.6089	0.1410
genome_832	99.9693	12.9874
genome_833	99.9814	58.1988
genome_834	71.0525	93.1156
genome_835	85.6380	31.7705
genome_836	71.3277	57.9236
genome_837	60.3113	0.1250
genome_838	63.4049	0.6848
genome_839	99.9635	0.1163
genome_84	58.9931	0.0762
genome_840	77.3749	21.6854
genome_841	53.3294	18.9254
genome_842	73.1935	0.0761
genome_843	60.8296	89.7665
genome_844	58.4211	94.3459
genome_845	99.5756	0.0092
genome_846	83.5671	73.0192
genome_847	98.3909	72.8424
genome_848	84.8602	94.3923
genome_849	96.6275	3.9727
genome_85	98.5458	80.6832
genome_850	99.4308	1.2328
genome_851	63.6703	35.5444
genome_852	81.7572	34.8610
genome_853	95.8382	66.0019
genome_854	60.1917	52.2252
genome_855	99.8190	71.4424
genome_856	81.0696	82.0404
genome_857	76.0243	73.4366
genome_858	99.7373	85.8971
genome_859	57.5779	52.7625
genome_86	62.3286	0.0257
genome_860	74.1380	0.1618
genome_861	58.7347	21.2659
genome_862	82.9913	88.5835
genome_863	70.8964	17.2748
genome_864	99.8595	69.7480
genome_865	98.1940	94.4009
genome_866	99.9753	88.8587
genome_867	80.0176	79.6092
genome_868	89.0949	0.0186
genome_869	66.1893	0.0094
genome_87	84.7860	29.1797
genome_870	99.9312	11.7623
genome_871	97.4054	65.8041
genome_872	99.9743	56.6693
genome_873	58.6529	79.3096
genome_874	99.8581	28.3265
genome_875	82.4134	28.8824
genome_876	83.2491	40.4493
genome_877	84.6056	0.8308
genome_878	65.2237	28.2520
genome_879	99.9975	5.4572
genome_88	99.9631	77.6608
genome_880	62.1489	10.9655
genome_881	96.3053	70.6197
genome_882	58.4767	2.7578
genome_883	99.9904	3.6837
genome_884	99.8291	83.1858
genome_885	85.3573	70.2087
genome_886	66.3948	0.0332
genome_887	80.1247	0.0175
genome_888	62.6443	91.2183
genome_889	72.9839	95.0507
genome_89	99.9826	6.4744
genome_890	99.9894	0.0380
genome_891	99.9802	2.4790
genome_892	73.4456	47.8332
genome_893	99.8930	29.7625
genome_894	79.8663	58.4466
genome_895	99.9894	87.6712
genome_896	99.8059	63.7467
genome_897	54.2899	8.5767
genome_898	67.0900	0.9584
genome_899	81.3229	1.5128
genome_9	99.9657	0.0628
genome_90	89.8265	3.8881
genome_900	77.2868	93.2782
genome_901	82.4073	35.5770
genome_902	60.3971	21.4512
genome_903	98.2278	78.2656
genome_904	78.7853	23.1899
genome_905	71.0327	32.2567
genome_906	99.6434	93.9867
genome_907	86.1754	37.8035
genome_908	81.0559	0.0618
genome_909	78.9141	2.0363
genome_91	77.3621	67.6199
genome_910	84.2577	33.0618
genome_911	82.0153	28.9806
genome_912	73.2208	4.6535
genome_913	56.5827	47.8478
genome_914	53.3177	0.0010
genome_915	77.2474	0.1557
genome_916	72.8968	15.9737
genome_917	88.4808	0.2674
genome_918	73.4142	55.4083
genome_919	99.9774	27.5114
genome_92	99.9793	59.7644
genome_920	56.1803	2.2858
genome_921	81.8609	0.0646
genome_922	95.5633	0.5861
genome_923	88.7764	1.6700
genome_924	97.6017	72.9443
genome_925	85.2289	22.3016
genome_926	95.4728	31.4237
genome_927	96.4801	50.2719
genome_928	67.9154	85.6711
genome_929	79.1267	81.6537
genome_93	73.1836	75.5504
genome_930	58.5563	65.4556
genome_931	61.7790	0.2074
genome_932	61.8790	0.0719
genome_933	99.9815	37.5214
genome_934	68.3140	80.3957
genome_935	53.9653	34.1920
