genome_name	pred_completeness	pred_contamination
genome_286	59.1060	12.6194
genome_287	58.2438	45.9184
genome_288	61.9131	75.6817
genome_289	60.7315	60.8379
genome_29	61.7591	32.8137
genome_290	50.6485	69.2721
genome_291	57.4817	19.4925
genome_292	61.0128	40.8105
genome_293	51.3891	43.2654
genome_294	50.4198	16.2421
genome_295	50.3722	1.2419
genome_296	51.5369	1.0274
genome_297	52.3551	4.9848
genome_298	59.8617	57.2848
genome_299	54.1404	20.6854
genome_3	74.6293	93.0370
genome_30	62.8316	45.0542
genome_300	53.4367	11.2633
genome_301	53.6033	62.3079
genome_302	60.4587	23.1800
genome_303	59.0235	32.1483
genome_304	52.9610	10.5072
genome_305	53.3209	28.2701
genome_306	63.4845	29.8215
genome_307	53.3276	65.0546
genome_308	55.0371	4.3518
genome_309	63.7172	32.1978
genome_31	56.6504	76.6650
genome_310	54.6893	14.8258
genome_311	52.6915	9.2638
genome_312	67.1026	55.5834
genome_313	51.5269	38.6991
genome_314	54.1205	7.2670
genome_315	59.0890	13.3311
genome_316	66.1891	54.8351
genome_317	60.4279	11.9198
genome_318	59.0605	58.1602
genome_319	57.1385	32.6873
genome_32	53.6005	11.1695
genome_320	64.1739	25.9945
genome_321	54.5420	8.7212
genome_322	65.1960	54.1054
genome_323	50.1584	0.1179
genome_324	52.8515	67.4889
genome_325	65.3615	54.1810
genome_326	54.5075	16.0969
genome_327	52.5611	17.0663
genome_328	55.3120	21.1846
genome_329	60.8234	27.9154
genome_33	64.8433	26.2288
genome_330	70.2123	73.8062
genome_331	52.0417	3.6346
genome_332	54.9820	18.3494
genome_333	58.5430	52.2846
genome_334	53.9824	12.1443
genome_335	54.9775	4.8469
genome_336	54.9454	24.2223
genome_337	50.3209	2.3745
genome_338	51.5304	2.3498
genome_339	51.4699	39.1853
genome_34	64.0285	37.2740
genome_340	56.3000	14.1179
genome_341	52.9362	1.5866
genome_342	53.8540	13.0356
genome_343	64.5633	54.8854
genome_344	52.4252	6.4403
genome_345	53.8225	15.9498
genome_346	61.2915	44.5023
genome_347	59.8348	66.9499
genome_348	52.4896	7.2282
genome_349	59.5123	17.0061
genome_35	54.1625	66.7502
genome_350	57.2082	56.8590
genome_351	54.1678	48.0996
genome_352	60.4056	48.0822
genome_353	54.7343	27.5536
genome_354	56.2899	41.1975
genome_355	61.6113	34.7589
genome_356	54.1914	36.6985
genome_357	56.7360	22.0614
genome_358	62.5201	55.3132
genome_359	52.6929	13.6240
genome_36	62.5557	56.6146
genome_360	61.1313	47.9403
genome_361	58.8344	15.7979
genome_362	55.8225	77.9436
genome_363	58.7309	34.3701
genome_364	50.4251	45.1234
genome_365	55.3200	32.4131
genome_366	53.0723	11.3367
genome_367	53.9223	5.0258
genome_368	58.4241	26.2848
genome_369	52.9399	11.7229
genome_37	60.2261	23.1847
genome_370	54.1148	55.6279
genome_371	69.7856	68.5919
genome_372	56.9201	31.2362
genome_373	53.0519	17.0202
genome_374	51.7978	16.6637
genome_375	60.6138	51.7892
genome_376	61.0472	46.0665
genome_377	51.9179	3.3009
genome_378	62.8059	71.0072
genome_379	54.1440	9.9832
genome_38	51.6706	7.1483
genome_380	59.4342	33.6411
genome_381	51.6092	4.4612
genome_382	52.0186	28.8989
genome_383	54.0686	21.9962
genome_384	59.8034	42.4212
genome_385	57.2872	44.1089
genome_386	57.8590	22.1583
genome_387	60.5837	65.1490
genome_388	64.4721	60.9923
genome_389	64.4946	29.3777
genome_39	59.0745	31.6201
genome_390	68.4249	56.7687
genome_391	59.0358	10.2369
genome_392	50.9066	6.9282
genome_393	59.1333	12.4578
genome_394	55.7855	63.6408
genome_395	50.5801	16.4496
genome_396	60.4287	17.7409
genome_397	51.8037	2.2520
genome_398	57.1546	44.8892
genome_399	62.3957	33.9804
genome_4	70.3955	76.2599
genome_40	55.8157	14.6309
genome_400	52.2197	3.4882
genome_401	53.3402	57.6352
genome_402	59.9054	56.2972
genome_403	51.3220	2.0215
genome_404	51.3416	3.4155
genome_405	51.6739	57.1534
genome_406	51.1488	0.9880
genome_407	52.0941	35.2524
genome_408	71.4788	89.2620
genome_409	54.1045	4.0967
genome_41	58.2392	6.4255
genome_410	52.7335	55.7963
genome_411	52.9501	26.7844
genome_412	61.9736	71.4657
genome_413	72.4100	86.8684
genome_414	56.5831	61.6269
genome_415	55.6137	13.8629
genome_416	52.9611	14.9043
genome_417	50.7553	82.9457
genome_418	64.3632	51.7630
genome_419	57.9678	51.6334
genome_42	52.5136	13.3404
genome_420	62.4301	15.2518
genome_421	53.8571	18.4508
genome_422	50.9486	0.8052
genome_423	59.6003	40.4822
genome_424	51.1587	10.6460
genome_425	53.3445	3.4944
genome_426	51.6051	17.5226
genome_427	60.1438	32.7905
genome_428	52.5206	40.9125
genome_429	61.8857	51.1720
genome_43	70.7075	77.8888
genome_430	54.4947	12.2674
genome_431	52.9666	3.8129
genome_432	52.4713	24.0304
genome_433	57.1616	23.7395
genome_434	67.5872	52.6349
genome_435	58.5006	50.3722
genome_436	60.2801	14.8353
genome_437	65.4202	44.3194
genome_438	53.8644	17.4872
genome_439	52.6322	2.0778
genome_44	59.9069	45.2720
genome_440	59.0017	1.7098
genome_441	62.2242	41.2576
genome_442	64.9212	75.1509
genome_443	53.3402	80.9103
genome_444	53.1866	3.3039
genome_445	63.7258	59.6020
genome_446	59.9644	48.4879
genome_447	52.9666	3.4450
genome_448	54.6922	22.8956
genome_449	57.5290	20.7824
genome_45	55.2098	67.4993
genome_450	53.5017	1.2259
genome_451	55.9368	21.0115
genome_452	56.6126	48.3423
genome_453	69.3458	87.7389
genome_454	51.4622	3.2029
genome_455	57.3507	10.8836
genome_456	57.5780	21.0815
genome_457	61.1773	15.8802
genome_458	54.0846	11.1943
genome_459	51.6081	2.9444
genome_46	55.2268	14.9946
genome_460	61.4607	40.5034
genome_461	52.0810	15.7696
genome_462	59.5676	38.7989
genome_463	60.1251	51.7466
genome_464	70.2773	80.6351
genome_465	57.4942	22.5991
genome_466	72.2748	89.4729
genome_467	64.9119	52.2858
genome_468	55.8536	16.7528
genome_469	52.7446	12.1625
genome_47	63.3668	3.5794
genome_470	50.3572	71.0198
genome_471	53.1387	40.8616
genome_472	51.8908	58.7820
genome_473	53.8899	12.7746
genome_474	59.7206	29.8340
genome_475	54.2661	5.7004
genome_476	57.5363	9.6578
genome_477	50.6269	1.2627
genome_478	52.5819	5.2931
genome_479	57.7461	40.4966
genome_48	63.3117	73.1157
genome_480	53.5829	42.0707
genome_481	53.0263	4.7848
genome_482	67.2811	63.7659
genome_483	53.1523	10.8380
genome_484	52.8827	2.6990
genome_485	52.7898	88.0010
genome_486	56.3538	20.9041
genome_487	55.4764	41.6160
genome_488	65.1704	29.9420
genome_489	57.5766	14.8599
genome_49	58.5399	51.3596
genome_490	51.2038	7.2726
genome_491	53.3910	85.9220
genome_492	64.0470	91.1617
genome_493	50.9781	4.2109
genome_494	52.7591	45.5682
genome_495	58.0606	38.1326
genome_496	55.1985	19.9985
genome_497	57.9157	8.4126
genome_498	56.0372	55.8276
genome_499	55.7804	49.1766
genome_5	51.2482	56.2299
genome_50	52.8711	20.7123
genome_500	50.2719	0.5661
genome_501	59.3715	21.8517
genome_502	59.9673	11.9307
genome_503	58.3957	11.4697
genome_504	65.8437	52.4685
genome_505	56.4955	13.4783
genome_506	51.0446	2.0660
genome_507	55.6928	14.0690
genome_508	51.5792	37.0310
genome_509	63.7151	64.6783
genome_51	65.2398	71.8810
genome_510	50.6837	3.4791
genome_511	51.6520	43.8460
genome_512	53.1427	68.3304
genome_513	59.2316	59.4685
genome_514	56.7916	15.3022
genome_515	69.4276	68.6245
genome_516	61.8046	41.3987
genome_517	56.7252	33.9390
genome_518	62.2533	45.5239
genome_519	53.6912	31.8000
genome_52	60.6531	81.9377
genome_520	56.8488	64.4334
genome_521	55.9027	29.1336
genome_522	54.2048	71.7620
genome_523	62.4301	44.1568
genome_524	59.2420	26.4953
genome_525	74.2735	78.3958
genome_526	58.4930	49.0192
genome_527	55.3734	59.7758
genome_528	58.8278	37.4875
genome_529	57.7194	18.5780
genome_53	65.1038	43.2338
genome_530	53.1906	2.2509
genome_531	50.5892	0.4235
genome_532	58.2374	24.3813
genome_533	56.0745	54.8311
genome_534	50.2077	0.2621
genome_535	52.2635	56.4089
genome_536	60.4645	29.3925
genome_537	55.2042	17.8400
genome_538	50.2272	3.3625
genome_539	55.9188	55.0074
genome_54	68.8005	84.2861
genome_540	67.7154	59.3895
genome_541	55.9408	18.3314
genome_542	52.1767	3.1030
genome_543	63.2204	46.1320
genome_544	62.9362	70.2504
genome_545	51.8606	17.5229
genome_546	57.0596	33.4780
genome_547	57.1511	39.0713
genome_548	56.2470	16.9359
genome_549	60.0936	52.2952
genome_55	59.6627	63.5779
genome_550	67.5102	59.0798
genome_551	64.0701	16.0954
genome_552	62.4251	31.5473
genome_553	57.7993	51.2629
genome_554	58.4996	46.0496
genome_555	51.5364	2.9024
genome_556	66.3412	56.0780
genome_557	52.5146	54.4987
genome_558	51.2164	25.3519
genome_559	52.2901	62.3963
genome_56	51.5452	24.9633
genome_560	59.9691	12.9015
genome_561	56.1396	13.0664
genome_562	52.4760	54.7207
genome_563	59.2769	30.0307
genome_564	60.0766	35.3276
genome_565	51.1698	34.2023
genome_566	50.6348	1.9446
genome_567	54.0449	13.7760
genome_568	51.8973	51.9336
genome_569	60.8509	35.3744
genome_57	59.4786	70.4442
genome_570	58.6670	51.5045
genome_571	61.8091	77.5324
genome_572	55.7332	20.6976
genome_573	53.8896	61.2322
genome_574	51.9998	7.3014
genome_575	62.0675	65.5485
genome_576	51.4561	11.0562
genome_577	63.0175	16.4813
genome_578	54.1750	7.0146
genome_579	69.9232	90.0635
genome_58	58.8295	28.0086
genome_580	59.8753	66.8454
genome_581	51.7664	5.2016
genome_582	59.7319	16.5204
genome_583	53.1895	36.9823
genome_584	57.2010	14.6900
genome_585	58.5507	8.3906
genome_586	63.7276	43.7050
genome_587	59.4082	35.4591
genome_588	57.7125	23.5363
genome_589	57.1584	24.5992
genome_59	53.0291	15.5845
genome_590	56.3613	33.2479
genome_591	55.9163	75.7687
genome_592	54.1247	9.6212
genome_593	58.7934	57.9761
genome_594	51.7149	21.7020
genome_595	69.7871	68.3546
genome_596	58.3578	23.7423
genome_597	57.1363	50.4601
genome_598	50.7201	80.4719
genome_599	57.3935	59.4075
genome_6	51.3778	22.6240
genome_60	64.7611	27.7782
genome_600	56.2844	17.3535
genome_601	65.0404	77.0786
genome_602	50.5277	10.8889
genome_603	57.8649	21.2149
genome_604	60.0630	66.1990
genome_605	50.6958	2.0696
genome_606	51.4213	40.9708
genome_607	64.7382	48.1151
genome_608	50.8691	1.6113
genome_609	59.3876	25.7954
genome_61	63.0259	52.3057
genome_610	54.7259	19.9092
genome_611	59.5321	67.5426
genome_612	52.8229	77.4737
genome_613	57.3034	47.1609
genome_614	51.4581	78.1808
genome_615	55.6198	13.8019
genome_616	52.5319	65.8714
genome_617	52.5164	82.5781
genome_618	55.7417	57.4648
genome_619	50.6627	2.2570
genome_62	53.1256	11.3227
genome_620	50.4502	3.5858
genome_621	53.7367	41.3732
genome_622	52.2115	15.9146
genome_623	71.5798	60.2299
genome_624	65.5172	61.8861
genome_625	54.1534	9.5196
genome_626	67.7341	74.4826
genome_627	50.9663	8.6268
genome_628	50.8075	2.0409
genome_629	58.1265	27.3454
genome_63	57.9839	63.3707
genome_630	55.0808	10.5565
genome_631	68.7281	81.9546
genome_632	50.4096	1.3896
genome_633	50.2935	1.3460
genome_634	58.5411	43.2465
genome_635	67.2579	53.2885
genome_636	59.5210	68.1518
genome_637	52.8031	7.5370
genome_638	65.4883	58.0912
genome_639	62.4282	80.5835
genome_64	68.7727	75.2834
genome_640	64.2302	64.4437
genome_641	50.8364	1.2643
genome_642	52.0229	12.4706
genome_643	51.8742	23.9737
genome_644	59.6970	49.8655
genome_645	54.2176	12.5414
genome_646	60.2705	53.8644
genome_647	50.9923	0.9927
genome_648	58.5230	40.3017
genome_649	58.0655	37.1858
genome_65	69.7725	82.8619
genome_650	61.7618	65.9684
genome_651	57.7898	45.4928
genome_652	67.3606	61.2913
genome_653	53.7170	15.1289
genome_654	53.0580	6.4761
genome_655	52.6509	11.0377
genome_656	61.0006	68.0146
genome_657	52.1297	32.7245
genome_658	53.1020	53.3390
genome_659	56.3622	43.3299
genome_66	67.6695	76.2327
genome_660	58.5263	21.2103
genome_661	50.4937	14.8987
genome_662	54.3778	55.8605
genome_663	51.1817	44.8655
genome_664	59.4318	81.6632
genome_665	56.3839	50.1201
genome_666	53.9741	18.6040
genome_667	65.2685	28.5684
genome_668	51.1767	52.0959
genome_669	54.4282	20.4890
genome_67	58.3286	14.3717
genome_670	62.2418	42.5522
genome_671	57.1864	19.3702
genome_672	60.3461	24.2986
genome_673	67.4042	60.2093
genome_674	56.5948	10.0582
genome_675	59.2769	20.6308
genome_676	51.3243	2.6394
genome_677	51.3007	3.6835
genome_678	50.6603	22.6746
genome_679	57.8681	18.8552
genome_68	66.2422	58.0872
genome_680	55.3727	14.0669
genome_681	70.0625	59.9960
genome_682	50.1473	0.8984
genome_683	57.3652	19.9720
genome_684	69.9958	27.7878
genome_685	50.7958	42.6172
genome_686	51.2943	79.9606
genome_687	58.1179	56.7270
genome_688	55.2806	17.1265
genome_689	51.3775	3.6604
genome_69	55.6584	12.5259
genome_690	51.1500	30.8588
genome_691	50.4169	1.9242
genome_692	51.5853	1.6554
genome_693	67.6379	62.0950
genome_694	50.2073	7.1657
genome_695	61.5323	64.0769
genome_696	58.0352	11.9347
genome_697	50.9770	49.9755
genome_698	51.2554	42.2533
genome_699	62.8930	48.4473
genome_7	57.0584	21.4605
genome_70	52.1185	2.2497
genome_700	54.1991	16.7388
genome_701	60.0598	38.0662
genome_702	52.8485	3.3962
genome_703	55.3934	51.9165
genome_704	55.4425	49.1329
genome_705	59.8590	36.8116
genome_706	55.8790	23.9948
genome_707	61.6868	64.6905
genome_708	51.3741	8.9740
genome_709	58.4044	29.9298
genome_71	50.4958	4.8106
genome_710	53.4662	10.6513
genome_711	63.2168	35.4091
genome_712	51.5638	21.2858
genome_713	52.4610	5.1628
genome_714	60.4929	46.2166
genome_715	60.2773	32.7964
genome_716	50.0906	0.0601
genome_717	50.6277	3.7219
genome_718	58.8206	24.2062
genome_719	55.2574	14.8335
genome_72	51.0664	3.8616
genome_720	53.3951	13.7495
genome_721	60.1421	77.1031
genome_722	52.9758	4.2531
genome_723	60.8548	43.2017
genome_724	53.2717	64.6782
genome_725	57.5142	20.0896
genome_726	51.9596	9.8137
genome_727	57.3516	17.9122
genome_728	51.8481	23.6857
genome_729	62.4572	53.7251
genome_73	50.6301	8.8141
genome_730	51.6799	41.2809
genome_731	53.8161	9.4648
genome_732	59.4423	61.0702
genome_733	52.1841	46.6671
genome_734	55.7729	56.2205
genome_735	50.4058	2.2609
genome_736	59.1140	46.1631
genome_737	51.8590	8.9778
genome_738	51.4180	28.7332
genome_739	64.6067	43.8794
genome_74	66.3423	45.0097
genome_740	64.9193	83.5769
genome_741	65.3576	35.5462
genome_742	53.3607	54.5769
genome_743	50.8203	76.9355
genome_744	53.5079	32.8067
genome_745	55.0115	60.1296
genome_746	51.3717	50.5874
genome_747	58.8342	19.6152
genome_748	63.5065	47.3048
genome_749	54.1311	62.5434
genome_75	70.5522	88.7175
genome_750	56.0574	78.4026
genome_751	53.2504	42.3551
genome_752	52.3489	24.3713
genome_753	56.7878	44.4519
genome_754	61.7538	53.8422
genome_755	57.2617	18.6115
genome_756	65.2889	67.8155
genome_757	53.0715	20.8585
genome_758	53.7366	57.3359
genome_759	61.6244	32.8125
genome_76	52.1703	2.9750
genome_760	58.6725	47.8726
genome_761	58.2218	22.9355
genome_762	51.1760	1.8868
genome_763	52.5080	48.3888
genome_764	53.3593	42.1995
genome_765	50.9508	6.2286
genome_766	50.5412	0.1260
genome_767	55.3125	25.6138
genome_768	56.1569	59.1704
genome_769	51.6926	6.1623
genome_77	58.5505	22.3424
genome_770	56.2060	36.6219
genome_771	57.0443	12.8173
genome_772	50.8479	56.4342
genome_773	56.6603	25.3702
genome_774	57.1722	18.3424
genome_775	59.2670	50.9211
genome_776	58.3819	13.2891
genome_777	63.7728	58.2899
genome_778	62.2821	19.0752
genome_779	56.9355	52.1724
genome_78	59.7437	10.6800
genome_780	54.0899	14.0247
genome_781	51.7124	19.8436
genome_782	62.8532	63.9846
genome_783	51.2756	6.7262
genome_784	55.3332	14.6360
genome_785	55.0050	16.1336
genome_786	55.0927	6.0389
genome_787	58.5438	37.0378
genome_788	62.5830	67.0721
genome_789	50.7013	1.1555
genome_79	57.6871	17.2394
genome_790	52.7147	2.8751
genome_791	57.7504	42.9061
genome_792	56.9903	20.9782
genome_793	57.6690	26.6060
genome_794	72.6003	85.8020
genome_795	57.9913	27.7881
genome_796	58.3220	41.6478
genome_797	57.6352	19.6047
genome_798	51.9249	1.9291
genome_799	60.2057	41.9656
genome_8	53.6077	12.4553
genome_80	64.8189	22.5241
genome_800	63.3445	51.6633
genome_801	59.0943	29.6993
genome_802	56.5852	71.7138
genome_803	56.3250	27.7147
genome_804	54.0142	11.5711
genome_805	51.5931	45.9602
genome_806	68.9374	59.2730
genome_807	54.3867	43.5740
genome_808	58.0040	0.9967
genome_809	52.8395	5.9020
genome_81	57.1915	29.3262
genome_810	51.4730	2.0305
genome_811	65.4248	39.4765
genome_812	60.1265	23.2135
genome_813	57.4018	47.4186
genome_814	64.8486	65.3955
genome_815	71.7836	82.1421
genome_816	59.5591	12.4750
genome_817	51.8583	2.8768
genome_818	67.0647	71.3388
genome_819	50.4457	8.2803
genome_82	54.0759	43.6778
genome_820	62.7317	70.8149
genome_821	51.9115	12.4012
genome_822	51.8898	5.1933
genome_823	52.6286	20.4108
genome_824	51.1143	1.5741
genome_825	51.8383	38.9588
genome_826	52.0762	8.0626
genome_827	52.6320	10.7431
genome_828	60.7337	51.4796
genome_829	61.9285	46.6121
genome_83	62.9792	15.5423
genome_830	57.0876	29.1137
genome_831	50.8104	0.7540
genome_832	59.9656	34.3895
genome_833	65.3942	48.1073
genome_834	53.4979	83.7799
genome_835	58.0238	25.9789
genome_836	54.9440	41.6131
genome_837	50.9109	1.6699
genome_838	51.1264	4.7975
genome_839	57.3393	14.6554
genome_84	50.6682	1.4465
genome_840	55.1972	15.7592
genome_841	50.6091	8.2257
genome_842	52.2302	3.1940
genome_843	52.9730	68.4672
genome_844	51.3006	80.8808
genome_845	59.8903	6.6778
genome_846	62.6424	52.2946
genome_847	54.7565	48.0708
genome_848	62.1261	83.7859
genome_849	59.0681	17.8431
genome_85	60.6740	76.3102
genome_850	59.0603	1.3800
genome_851	52.0207	20.6084
genome_852	57.2208	24.2795
genome_853	66.2153	52.4828
genome_854	51.8332	34.4151
genome_855	64.8398	62.4448
genome_856	63.8968	57.3983
genome_857	55.8965	51.8280
genome_858	70.9882	80.7878
genome_859	51.6437	34.1497
genome_86	50.9582	2.2895
genome_860	52.8170	4.8106
genome_861	50.7562	13.8627
genome_862	60.5759	62.7598
genome_863	52.1708	15.5393
genome_864	65.2549	57.1877
genome_865	52.7164	58.8876
genome_866	55.7127	44.4626
genome_867	57.4425	64.5295
genome_868	56.6346	7.6488
genome_869	51.3836	1.9405
genome_87	57.6009	23.7040
genome_870	57.4672	26.7882
genome_871	58.0339	62.5149
genome_872	66.0094	50.4461
genome_873	52.6119	47.1615
genome_874	57.2439	36.2825
genome_875	56.7628	23.5427
genome_876	57.4776	28.8265
genome_877	55.6516	12.5275
genome_878	52.0594	16.6007
genome_879	61.2990	11.4554
genome_88	67.3515	67.3274
genome_880	51.4664	8.9785
genome_881	60.2260	57.8586
genome_882	50.9006	2.5433
genome_883	58.5217	32.1006
genome_884	59.9911	71.4956
genome_885	60.4485	50.4669
genome_886	51.4020	1.8835
genome_887	54.1618	4.5192
genome_888	51.9176	79.8129
genome_889	55.2917	85.6085
genome_89	58.3521	24.0830
genome_890	56.8810	24.6645
genome_891	61.5954	12.0897
genome_892	55.7074	29.2400
genome_893	65.7277	29.8180
genome_894	57.7162	42.8005
genome_895	69.5631	76.3430
genome_896	63.2368	60.1368
genome_897	50.5206	4.4503
genome_898	51.6399	7.1574
genome_899	54.5392	12.3251
genome_9	59.2542	14.4989
genome_90	59.1725	18.0097
genome_900	56.0461	85.6752
genome_901	57.4293	25.4354
genome_902	51.4972	11.2595
genome_903	61.4778	67.7230
genome_904	55.3921	20.1804
genome_905	55.8646	21.5140
genome_906	69.5888	86.8897
genome_907	56.7246	32.2270
genome_908	53.8816	7.2697
genome_909	54.5650	7.7413
genome_91	58.1511	48.5647
genome_910	59.3668	24.2674
genome_911	55.5040	24.1580
genome_912	52.5045	10.2913
genome_913	51.2674	28.7673
genome_914	50.2309	0.2806
genome_915	53.3868	8.5683
genome_916	53.1153	13.8883
genome_917	58.4597	10.5574
genome_918	55.5483	36.4693
genome_919	56.6607	36.9389
genome_92	65.0619	52.8809
genome_920	50.5263	4.2828
genome_921	55.2695	4.7485
genome_922	57.8502	19.6194
genome_923	56.6009	12.9033
genome_924	57.9544	68.4335
genome_925	58.8740	20.8686
genome_926	57.1875	30.8358
genome_927	59.3832	39.7354
genome_928	52.9912	66.1542
genome_929	57.3855	59.6130
genome_93	59.3428	50.5344
genome_930	51.5597	47.8393
genome_931	50.9717	1.8791
genome_932	50.8783	2.6640
genome_933	60.8105	46.5424
genome_934	53.8600	51.2765
genome_935	52.4671	12.6766
