dominant_accession	arm	pair_id	checkm2_severity	ref_checkm2_completeness	ref_checkm2_contamination	checkm2_completeness_deficit	checkm2_contamination_excess	dominant_phylum	comp_bias	cont_bias	comp_mae	cont_mae	n	tool
GB_GCA_028201695.1	H_fail	pair_0038	moderate	93.97	5.26	4.030000000000001	3.26	Pseudomonadota	6.149807500000002	-6.289291670000001	6.306814700000003	6.39668507	10	magicc_v5
GB_GCA_028219255.1	H_fail	pair_0039	severe	79.77	6.06	18.230000000000004	4.06	Pseudomonadota	2.124417000000002	-3.431626200000001	4.389688399999999	4.361923800000001	10	magicc_v5
GB_GCA_028570875.1	H_pass	pair_0163	pass	100.0	0.18	0.0	0.0	Pseudomonadota	4.017251800000001	-5.554581699999999	5.1521218000000015	5.626791499999999	10	magicc_v5
GB_GCA_028621915.1	H_fail	pair_0040	moderate	95.59	0.0	2.4099999999999966	0.0	Pseudomonadota	-0.7374229000000014	-0.6438106999999997	3.0388738999999987	2.7168529000000006	10	magicc_v5
GB_GCA_029011745.1	H_fail	pair_0041	mild	99.89	3.96	0.0	1.96	Bacillota	1.8342502999999986	-3.0131636499999974	2.080043100000001	4.007951049999998	10	magicc_v5
GB_GCA_029168395.1	H_fail	pair_0042	mild	99.91	2.91	0.0	0.9100000000000001	Pseudomonadota	4.326788899999997	-3.3701048000000013	5.156732099999997	4.578305600000002	10	magicc_v5
GB_GCA_029632985.2	H_fail	pair_0043	severe	87.14	3.22	10.86	1.2200000000000002	Bacillota	-6.422835899999998	-6.496107594	6.422835899999998	6.548811205999999	10	magicc_v5
GB_GCA_029633425.2	H_pass	pair_0043	pass	99.57	0.85	0.0	0.0	Bacillota	-3.3624413000000017	-10.090148994	3.3624413000000017	10.104242206	10	magicc_v5
GB_GCA_029690025.2	H_fail	pair_0044	moderate	94.73	2.23	3.269999999999996	0.22999999999999998	Bacillota	2.862794199999999	-3.2310549300000004	3.312810999999999	3.430096069999999	10	magicc_v5
GB_GCA_030014105.1	H_fail	pair_0045	moderate	95.83	2.28	2.1700000000000017	0.2799999999999998	Bacillota	1.7666600999999993	-4.79990877	2.728864099999999	5.05469537	10	magicc_v5
GB_GCA_030020405.1	H_pass	pair_0088	pass	100.0	0.28	0.0	0.0	Bacillota	5.246086800000002	4.017551199999999	6.077549	6.20121	10	magicc_v5
GB_GCA_030569355.1	H_pass	pair_0047	pass	100.0	0.36	0.0	0.0	Actinomycetota	1.3103987000000017	-3.127065873	3.1579849000000024	3.5509981269999997	10	magicc_v5
GB_GCA_030573405.1	H_fail	pair_0046	moderate	90.52	1.13	7.480000000000004	0.0	Actinomycetota	0.8976565999999977	-3.05904025	3.1847484000000024	4.1180822500000005	10	magicc_v5
GB_GCA_030576775.1	H_fail	pair_0047	severe	88.75	2.83	9.25	0.8300000000000001	Actinomycetota	-1.1773092000000005	-0.8956653199999989	3.1735776	3.5891276800000007	10	magicc_v5
GB_GCA_030719765.1	H_fail	pair_0048	moderate	93.81	0.44	4.189999999999998	0.0	Campylobacterota	-0.0343174999999988	-4.777174126000001	2.0088490999999977	4.973148214	10	magicc_v5
GB_GCA_030719905.1	H_fail	pair_0049	moderate	93.7	0.36	4.299999999999997	0.0	Campylobacterota	-0.5274066999999988	-7.1668882499999995	2.1682907	8.18871375	10	magicc_v5
GB_GCA_030720005.1	H_pass	pair_0048	pass	98.43	0.74	0.0	0.0	Campylobacterota	-0.9726278999999998	-4.019065292999999	1.4920239000000002	4.019065292999999	10	magicc_v5
GB_GCA_030720205.1	H_pass	pair_0049	pass	99.29	0.33	0.0	0.0	Campylobacterota	-1.4715322	-3.7385961999999977	1.4715322	3.7385961999999977	10	magicc_v5
GB_GCA_030720305.1	H_fail	pair_0050	moderate	93.19	0.22	4.810000000000002	0.0	Campylobacterota	-1.000131599999999	-3.9597214000000007	1.9941097999999968	4.0025898	10	magicc_v5
GB_GCA_030863565.1	H_fail	pair_0051	mild	96.07	3.84	1.9300000000000068	1.8399999999999999	Pseudomonadota	1.0473689999999976	-3.3748424380000017	1.8315299999999965	3.832727838000001	10	magicc_v5
GB_GCA_030994885.1	H_pass	pair_0021	pass	99.99	0.78	0.0	0.0	Pseudomonadota	3.8902766000000026	-6.8627202	4.954952000000001	6.8627202	10	magicc_v5
GB_GCA_033170915.1	H_fail	pair_0052	moderate	94.46	3.06	3.5400000000000063	1.06	Bacillota	3.8494686000000002	-3.4073912000000006	4.0347926	3.4073912000000006	10	magicc_v5
GB_GCA_033181785.1	H_fail	pair_0053	moderate	95.36	2.92	2.6400000000000006	0.9199999999999999	Bacillota	2.4286896	-3.7302613300000003	2.8400142	3.7302613300000003	10	magicc_v5
GB_GCA_033798825.1	H_fail	pair_0054	moderate	94.39	4.45	3.6099999999999994	2.45	Bacillota	5.090811499999998	-5.9997585199999985	5.090811499999998	5.9997585199999985	10	magicc_v5
GB_GCA_033977085.1	H_fail	pair_0055	severe	83.18	5.33	14.819999999999993	3.33	Pseudomonadota	5.4090755	4.006384399999998	9.458392499999997	9.816259000000002	10	magicc_v5
GB_GCA_034480345.1	H_fail	pair_0056	moderate	100.0	7.64	0.0	5.64	Pseudomonadota	3.0228469000000033	-2.2302387499999994	4.3193983000000005	4.267824449999999	10	magicc_v5
GB_GCA_034480465.1	H_fail	pair_0057	mild	100.0	2.2	0.0	0.20000000000000018	Pseudomonadota	3.3456886000000012	-3.099232399999999	3.7728607999999992	3.513746	10	magicc_v5
GB_GCA_035444265.1	H_fail	pair_0058	severe	83.38	2.02	14.620000000000005	0.020000000000000018	Bacillota	4.690498499999999	-3.9752559090000004	4.9641305	5.266934691	10	magicc_v5
GB_GCA_035461165.1	H_fail	pair_0059	severe	81.87	5.59	16.129999999999995	3.59	Bacillota	2.387562599999999	-2.381283400000001	2.917787400000001	3.2887727999999994	10	magicc_v5
GB_GCA_035469665.1	H_fail	pair_0060	severe	88.93	3.68	9.069999999999993	1.6800000000000002	Bacillota	3.4899014999999993	-4.150053999999999	4.309153699999999	4.873768799999999	10	magicc_v5
GB_GCA_035481575.1	H_fail	pair_0061	severe	89.0	3.88	9.0	1.88	Bacillota	6.036165	-5.0821726	6.099511799999999	5.407656999999999	10	magicc_v5
GB_GCA_035491695.1	H_fail	pair_0062	severe	85.87	3.72	12.129999999999995	1.7200000000000002	Bacillota	1.9491883	-2.8396237000000006	3.0424955	4.134226900000001	10	magicc_v5
GB_GCA_035493755.1	H_fail	pair_0063	severe	85.84	2.63	12.159999999999997	0.6299999999999999	Bacillota	2.2449234999999996	-2.80537566	3.4132555000000004	2.93162746	10	magicc_v5
GB_GCA_035495755.1	H_fail	pair_0064	severe	87.25	4.52	10.75	2.5199999999999996	Bacillota	2.2482528999999993	-3.0481062	2.8605471000000016	3.5503358000000005	10	magicc_v5
GB_GCA_035508035.1	H_fail	pair_0065	severe	85.92	4.75	12.079999999999998	2.75	Bacillota	2.6021570999999994	-2.7225343500000005	3.016468900000001	2.943809449999999	10	magicc_v5
GB_GCA_035521615.1	H_fail	pair_0066	severe	86.9	4.33	11.099999999999994	2.33	Bacillota	1.3328847000000017	-1.0642283000000015	3.956933699999998	3.9347931000000003	10	magicc_v5
GB_GCA_035532875.1	H_fail	pair_0067	severe	60.52	5.09	37.48	3.09	Bacillota	1.1551307000000015	-6.2030946999999985	1.7210519000000013	6.2030946999999985	10	magicc_v5
GB_GCA_035536755.1	H_fail	pair_0068	severe	83.76	6.49	14.239999999999995	4.49	Bacillota	0.8990437000000029	-2.5335978599999995	2.055660899999998	3.489431259999999	10	magicc_v5
GB_GCA_035540595.1	H_fail	pair_0069	severe	76.16	5.7	21.840000000000003	3.7	Bacillota	2.158671499999999	-2.844454100000001	2.8603772999999983	3.549633300000001	10	magicc_v5
GB_GCA_035542055.1	H_fail	pair_0070	severe	60.79	5.85	37.21	3.8499999999999996	Bacillota	0.6890773000000003	-3.2377277300000005	2.244040500000002	3.9609847300000007	10	magicc_v5
GB_GCA_035547075.1	H_fail	pair_0071	severe	74.18	6.06	23.819999999999993	4.06	Bacillota	2.6503348000000004	-4.311061399999998	2.9648376	4.473578599999998	10	magicc_v5
GB_GCA_036351975.1	H_fail	pair_0072	severe	75.78	4.56	22.22	2.5599999999999996	Pseudomonadota	4.0073773	-2.3261627999999996	6.4522819	3.2342130000000013	10	magicc_v5
GB_GCA_036872555.1	H_fail	pair_0073	severe	85.75	5.24	12.25	3.24	Bacillota	2.5633280999999997	-4.176835939999999	3.5653585000000008	5.82751746	10	magicc_v5
GB_GCA_037055285.1	H_fail	pair_0074	moderate	90.42	1.61	7.579999999999998	0.0	Pseudomonadota	2.8717780999999993	-0.195540240000002	8.255618899999998	9.433710360000001	10	magicc_v5
GB_GCA_037100235.1	H_fail	pair_0075	moderate	93.17	0.42	4.829999999999998	0.0	Pseudomonadota	-2.699283400000001	-2.466384500000001	3.2291524000000016	3.913860700000002	10	magicc_v5
GB_GCA_037236975.1	H_fail	pair_0076	severe	84.82	1.53	13.180000000000007	0.0	Actinomycetota	2.3902037999999997	-3.8869215169999998	3.689584800000001	4.710083883	10	magicc_v5
GB_GCA_037246145.1	H_fail	pair_0077	moderate	94.42	6.91	3.5799999999999983	4.91	Bacillota	3.241333900000002	-0.9985592299999997	3.620615100000002	4.187738829999999	10	magicc_v5
GB_GCA_037791055.1	H_fail	pair_0078	moderate	94.17	5.11	3.8299999999999983	3.1100000000000003	Pseudomonadota	2.9818872	-1.7126434600000011	3.5847770000000025	1.7355691400000013	10	magicc_v5
GB_GCA_037794445.1	H_fail	pair_0079	moderate	95.54	4.82	2.4599999999999937	2.8200000000000003	Pseudomonadota	5.2921700000000005	-2.5743119000000005	5.549867999999999	4.3969019000000005	10	magicc_v5
GB_GCA_037888935.1	H_fail	pair_0080	severe	53.21	0.19	44.79	0.0	Actinomycetota	0.6848526999999998	-3.3059780099999982	2.3070692999999998	4.253941489999998	10	magicc_v5
GB_GCA_039513915.1	H_pass	pair_0036	pass	99.97	0.03	0.0	0.0	Campylobacterota	0.03479159999999979	-2.0163024799999993	0.5874705999999975	2.1689345799999993	10	magicc_v5
GB_GCA_039519115.1	H_fail	pair_0081	moderate	93.72	0.51	4.280000000000001	0.0	Campylobacterota	1.106515799999999	-4.64567625	1.587547	5.52512175	10	magicc_v5
GB_GCA_039955015.1	H_fail	pair_0082	severe	85.16	4.17	12.840000000000003	2.17	Bacillota	7.283135500000002	-10.269935799999999	7.5529725	11.28661	10	magicc_v5
GB_GCA_040084615.1	H_fail	pair_0083	severe	84.86	4.75	13.14	2.75	Bacillota	1.8283863000000005	-8.0307536	4.489826900000001	8.0307536	10	magicc_v5
GB_GCA_040084665.1	H_fail	pair_0084	severe	76.35	4.44	21.650000000000006	2.4400000000000004	Bacillota	2.364664499999999	-6.98464165	2.5054478999999987	6.98464165	10	magicc_v5
GB_GCA_040215705.1	H_fail	pair_0085	mild	99.65	2.67	0.0	0.6699999999999999	Pseudomonadota	3.773193900000001	-1.2657197999999994	4.076125900000003	3.623817800000001	10	magicc_v5
GB_GCA_040268345.1	H_fail	pair_0086	moderate	95.09	0.23	2.9099999999999966	0.0	Spirochaetota	-10.818004900000002	-1.266133949999999	10.837612700000001	5.197818149999998	10	magicc_v5
GB_GCA_040556325.1	H_fail	pair_0087	moderate	95.82	0.43	2.180000000000007	0.0	Actinomycetota	0.5731297000000026	0.8443863000000016	3.6501019	2.5375639	10	magicc_v5
GB_GCA_040782855.1	H_fail	pair_0088	severe	66.81	6.83	31.189999999999998	4.83	Bacillota	7.671185899999999	1.8777657999999982	7.7261219	3.836342399999998	10	magicc_v5
GB_GCA_040782895.1	H_fail	pair_0089	severe	83.86	3.8	14.14	1.7999999999999998	Bacillota	0.36482820000000016	-7.3148622	1.0919004000000008	7.3148622	10	magicc_v5
GB_GCA_041026445.1	H_fail	pair_0090	severe	88.39	6.66	9.61	4.66	Pseudomonadota	6.278830200000002	-2.858807788	6.278830200000002	3.993808587999999	10	magicc_v5
GB_GCA_900478345.1	H_fail	pair_0091	mild	96.3	2.27	1.7000000000000028	0.27	Pseudomonadota	3.7329917999999997	-5.271904200000002	3.7329917999999997	5.271904200000002	10	magicc_v5
GB_GCA_900635565.1	H_fail	pair_0092	mild	99.99	2.11	0.0	0.10999999999999988	Pseudomonadota	2.2820755000000013	-2.6353005999999977	2.8996403000000006	3.373567199999999	10	magicc_v5
GB_GCA_900635675.1	H_fail	pair_0093	moderate	93.79	3.57	4.209999999999994	1.5699999999999998	Pseudomonadota	4.389319100000003	-2.0768881000000006	4.525303100000003	2.695561100000002	10	magicc_v5
GB_GCA_947044355.1	H_fail	pair_0094	mild	97.71	0.0	0.29000000000000625	0.0	Pseudomonadota	-6.471887100000001	-8.908054419999997	6.562073500000001	8.908054419999997	10	magicc_v5
GB_GCA_963676115.1	H_fail	pair_0095	severe	76.18	0.03	21.819999999999993	0.0	Pseudomonadota	-12.4673708	-5.678339400000001	16.7004334	12.1266584	10	magicc_v5
RS_GCF_000010805.1	H_pass	pair_0162	pass	100.0	0.76	0.0	0.0	Actinomycetota	13.5991847	12.046231900000002	13.5991847	12.046231900000002	10	magicc_v5
RS_GCF_000011525.1	H_pass	pair_0025	pass	100.0	0.1	0.0	0.0	Bacillota	0.6240656000000016	-1.9807340500000012	1.1360178000000019	2.008285050000002	10	magicc_v5
RS_GCF_000023945.1	H_pass	pair_0133	pass	99.98	0.45	0.0	0.0	Halobacteriota	5.744463800000002	-5.978697399999999	5.9715782	5.978697399999999	10	magicc_v5
RS_GCF_000025985.1	H_pass	pair_0005	pass	99.91	0.63	0.0	0.0	Bacteroidota	8.304875400000004	-7.4181100099999995	8.722155400000004	7.8001766099999985	10	magicc_v5
RS_GCF_000183185.1	H_pass	pair_0187	pass	99.46	0.07	0.0	0.0	Bacillota	1.8359681999999993	-5.791435399999999	2.9266647999999975	6.623249200000001	10	magicc_v5
RS_GCF_000194745.1	H_pass	pair_0113	pass	100.0	1.74	0.0	0.0	Pseudomonadota	5.837823999999998	9.3612372	6.9581526	9.48485	10	magicc_v5
RS_GCF_000223905.1	H_pass	pair_0145	pass	99.98	0.57	0.0	0.0	Halobacteriota	-0.8209834999999999	-7.238651719999998	4.414377699999998	8.74585732	10	magicc_v5
RS_GCF_000239475.1	H_fail	pair_0096	moderate	94.67	0.15	3.3299999999999983	0.0	Spirochaetota	-6.137651199999998	3.6290229	7.5034915999999985	7.819252299999998	10	magicc_v5
RS_GCF_000255195.1	H_fail	pair_0097	mild	100.0	2.05	0.0	0.04999999999999982	Actinomycetota	2.584955700000003	-5.429187213999999	5.141293700000003	5.429187213999999	10	magicc_v5
RS_GCF_000282715.1	H_pass	pair_0180	pass	100.0	0.69	0.0	0.0	Actinomycetota	-4.388467499999999	3.397145260000001	6.0591723	4.602560859999999	10	magicc_v5
RS_GCF_000294515.1	H_pass	pair_0026	pass	99.99	0.11	0.0	0.0	Actinomycetota	2.5028985000000015	-0.12159100000000041	5.088146699999999	2.7417366000000003	10	magicc_v5
RS_GCF_000307105.1	H_pass	pair_0127	pass	100.0	1.56	0.0	0.0	Desulfobacterota	1.4555871000000011	5.6417518000000015	9.1862015	6.258318600000001	10	magicc_v5
RS_GCF_000307165.1	H_pass	pair_0173	pass	99.99	0.07	0.0	0.0	Bacillota	-14.319840599999997	0.36204270000000066	18.5974908	13.1190533	10	magicc_v5
RS_GCF_000350205.1	H_pass	pair_0002	pass	100.0	1.06	0.0	0.0	Actinomycetota	0.21218059999999994	-2.2415125300000014	3.409757599999998	3.5919661900000017	10	magicc_v5
RS_GCF_000422095.1	H_pass	pair_0090	pass	100.0	0.14	0.0	0.0	Pseudomonadota	8.4553929	-6.680839700000002	9.1155005	7.770762500000001	10	magicc_v5
RS_GCF_000512205.2	H_fail	pair_0098	mild	100.0	2.39	0.0	0.3900000000000001	Pseudomonadota	19.637027099999997	16.365307340000005	19.637027099999997	16.365307340000005	10	magicc_v5
RS_GCF_000626615.2	H_pass	pair_0060	pass	100.0	0.13	0.0	0.0	Bacillota	0.1258711000000005	-2.5910941999999992	1.8792058999999965	3.2290553999999987	10	magicc_v5
RS_GCF_000691565.1	H_fail	pair_0099	moderate	100.0	7.83	0.0	5.83	Pseudomonadota	5.6365842000000015	1.8095077799999995	5.655128200000002	2.27342878	10	magicc_v5
RS_GCF_000739085.1	H_pass	pair_0157	pass	99.99	0.35	0.0	0.0	Actinomycetota	-4.244319700000003	-5.567467600000001	6.8058337000000035	7.2127848	10	magicc_v5
RS_GCF_000764615.1	H_fail	pair_0100	mild	100.0	2.19	0.0	0.18999999999999995	Pseudomonadota	3.971272999999999	0.2712460000000007	4.0792303999999975	2.6221484000000004	10	magicc_v5
RS_GCF_000770495.1	H_fail	pair_0101	mild	100.0	2.09	0.0	0.08999999999999986	Pseudomonadota	4.227097799999996	-0.14256128999999876	4.690220599999996	1.6791740900000005	10	magicc_v5
RS_GCF_000786425.1	H_pass	pair_0028	pass	100.0	0.5	0.0	0.0	Pseudomonadota	1.2448864999999991	-3.2646589999999973	4.383943299999998	5.6578824	10	magicc_v5
RS_GCF_000807375.1	H_pass	pair_0044	pass	100.0	0.57	0.0	0.0	Bacillota	4.8296325999999965	-7.792666030000002	4.965000599999999	7.792666030000002	10	magicc_v5
