# Contaminant provenance for the clean benchmark sets.
# One row per contamination event (a genome_id may appear up to 5x).
# split = which train/val/test split the contaminant reference belongs to.
set	genome_id	contaminant_accession	canonical_key	split	phylum	dominant_phylum	same_phylum_as_dominant
set_C_clean	genome_37	RS_GCF_000465795.1	000465795	test	Bacillota	Patescibacteriota	False
set_C_clean	genome_38	RS_GCF_934841165.1	934841165	test	Bacteroidota	Patescibacteriota	False
set_C_clean	genome_39	RS_GCF_037627785.1	037627785	test	Pseudomonadota	Patescibacteriota	False
set_C_clean	genome_40	RS_GCF_035007445.1	035007445	test	Pseudomonadota	Patescibacteriota	False
set_C_clean	genome_40	GB_GCA_002483025.1	002483025	test	Planctomycetota	Patescibacteriota	False
set_C_clean	genome_40	GB_GCA_963596405.1	963596405	test	Bacteroidota	Patescibacteriota	False
set_C_clean	genome_41	RS_GCF_030316765.1	030316765	test	Pseudomonadota	Patescibacteriota	False
set_C_clean	genome_41	RS_GCF_001387775.1	001387775	test	Actinomycetota	Patescibacteriota	False
set_C_clean	genome_41	RS_GCF_030370155.1	030370155	test	Pseudomonadota	Patescibacteriota	False
set_C_clean	genome_41	RS_GCF_001164225.1	001164225	test	Actinomycetota	Patescibacteriota	False
set_C_clean	genome_42	RS_GCF_014305895.1	014305895	test	Bacillota	Patescibacteriota	False
set_C_clean	genome_42	RS_GCF_000277285.1	000277285	test	Pseudomonadota	Patescibacteriota	False
set_C_clean	genome_43	RS_GCF_009647605.1	009647605	test	Actinomycetota	Patescibacteriota	False
set_C_clean	genome_44	RS_GCF_023668975.1	023668975	test	Bacteroidota	Patescibacteriota	False
set_C_clean	genome_44	RS_GCF_900411785.1	900411785	test	Bacillota	Patescibacteriota	False
set_C_clean	genome_45	RS_GCF_900149365.1	900149365	test	Chlamydiota	Patescibacteriota	False
set_C_clean	genome_46	RS_GCF_041197735.1	041197735	test	Actinomycetota	Patescibacteriota	False
set_C_clean	genome_46	RS_GCF_040632835.1	040632835	test	Actinomycetota	Patescibacteriota	False
set_C_clean	genome_46	RS_GCF_026168935.1	026168935	test	Actinomycetota	Patescibacteriota	False
set_C_clean	genome_46	GB_GCA_040880525.1	040880525	test	Bacteroidota	Patescibacteriota	False
set_C_clean	genome_46	RS_GCF_040758655.1	040758655	test	Pseudomonadota	Patescibacteriota	False
set_C_clean	genome_47	GB_GCA_948751395.1	948751395	test	Chrysiogenota	Patescibacteriota	False
set_C_clean	genome_47	GB_GCA_949398095.1	949398095	test	Bacteroidota	Patescibacteriota	False
set_C_clean	genome_47	GB_GCA_948872805.1	948872805	test	Bacillota	Patescibacteriota	False
set_C_clean	genome_47	GB_GCA_948604285.1	948604285	test	Bacteroidota	Patescibacteriota	False
set_C_clean	genome_48	GB_GCA_015752025.1	015752025	test	Pseudomonadota	Patescibacteriota	False
set_C_clean	genome_49	RS_GCF_025026595.1	025026595	test	Pseudomonadota	Patescibacteriota	False
set_C_clean	genome_50	RS_GCF_030055635.1	030055635	test	Halobacteriota	Patescibacteriota	False
set_C_clean	genome_51	RS_GCF_018418755.1	018418755	test	Bacillota	Patescibacteriota	False
set_C_clean	genome_52	RS_GCF_000010665.1	000010665	test	Desulfobacterota_I	Patescibacteriota	False
set_C_clean	genome_53	RS_GCF_003482195.1	003482195	test	Bacillota	Patescibacteriota	False
set_C_clean	genome_53	GB_GCA_002305165.1	002305165	test	Armatimonadota	Patescibacteriota	False
set_C_clean	genome_54	RS_GCF_028682195.1	028682195	test	Pseudomonadota	Patescibacteriota	False
set_C_clean	genome_54	RS_GCF_950101875.1	950101875	test	Actinomycetota	Patescibacteriota	False
set_C_clean	genome_54	RS_GCF_003615235.1	003615235	test	Pseudomonadota	Patescibacteriota	False
set_C_clean	genome_54	RS_GCF_039063985.1	039063985	test	Bacteroidota	Patescibacteriota	False
set_C_clean	genome_55	RS_GCF_939109825.1	939109825	test	Actinomycetota	Patescibacteriota	False
set_C_clean	genome_55	RS_GCF_900136315.1	900136315	test	Actinomycetota	Patescibacteriota	False
set_C_clean	genome_55	RS_GCF_900095935.1	900095935	test	Bacillota	Patescibacteriota	False
set_C_clean	genome_55	RS_GCF_002813675.1	002813675	test	Methanobacteriota	Patescibacteriota	False
set_C_clean	genome_55	GB_GCA_934149565.1	934149565	test	Bacillota	Patescibacteriota	False
set_C_clean	genome_56	RS_GCF_003467725.1	003467725	test	Bacillota	Patescibacteriota	False
set_C_clean	genome_57	RS_GCF_018604545.1	018604545	test	Actinomycetota	Patescibacteriota	False
set_C_clean	genome_57	RS_GCF_001054325.1	001054325	test	Actinomycetota	Patescibacteriota	False
set_C_clean	genome_57	RS_GCF_900454145.1	900454145	test	Pseudomonadota	Patescibacteriota	False
set_C_clean	genome_58	RS_GCF_023657935.1	023657935	test	Pseudomonadota	Patescibacteriota	False
set_C_clean	genome_58	RS_GCF_900987755.1	900987755	test	Bacillota	Patescibacteriota	False
set_C_clean	genome_59	RS_GCF_001398455.1	001398455	test	Bacillota	Patescibacteriota	False
set_C_clean	genome_59	RS_GCF_030521065.1	030521065	test	Actinomycetota	Patescibacteriota	False
set_C_clean	genome_59	RS_GCF_000737885.1	000737885	test	Actinomycetota	Patescibacteriota	False
set_C_clean	genome_60	RS_GCF_021010875.1	021010875	test	Actinomycetota	Patescibacteriota	False
set_C_clean	genome_60	GB_GCA_949288655.1	949288655	test	Cyanobacteriota	Patescibacteriota	False
set_C_clean	genome_60	RS_GCF_027397935.1	027397935	test	Pseudomonadota	Patescibacteriota	False
set_C_clean	genome_60	RS_GCF_029075715.1	029075715	test	Pseudomonadota	Patescibacteriota	False
set_C_clean	genome_61	RS_GCF_002913835.1	002913835	test	Campylobacterota	Patescibacteriota	False
set_C_clean	genome_62	RS_GCF_007831235.1	007831235	test	Bacillota	Patescibacteriota	False
set_C_clean	genome_62	RS_GCF_039572005.1	039572005	test	Pseudomonadota	Patescibacteriota	False
set_C_clean	genome_62	RS_GCF_900118775.1	900118775	test	Chlamydiota	Patescibacteriota	False
set_C_clean	genome_62	RS_GCF_000783855.2	000783855	test	Pseudomonadota	Patescibacteriota	False
set_C_clean	genome_63	GB_GCA_949294365.1	949294365	test	Bacteroidota	Patescibacteriota	False
set_C_clean	genome_64	RS_GCF_039977635.1	039977635	test	Pseudomonadota	Patescibacteriota	False
set_C_clean	genome_64	RS_GCF_000943435.1	000943435	test	Campylobacterota	Patescibacteriota	False
set_C_clean	genome_64	RS_GCF_900478445.1	900478445	test	Pseudomonadota	Patescibacteriota	False
set_C_clean	genome_64	GB_GCA_902498835.1	902498835	test	Chlamydiota	Patescibacteriota	False
set_C_clean	genome_64	GB_GCA_958453775.1	958453775	test	Actinomycetota	Patescibacteriota	False
set_C_clean	genome_65	RS_GCF_000290355.1	000290355	test	Bacillota	Patescibacteriota	False
set_C_clean	genome_65	RS_GCF_000383455.1	000383455	test	Pseudomonadota	Patescibacteriota	False
set_C_clean	genome_65	GB_GCA_029237825.1	029237825	test	Bacteroidota	Patescibacteriota	False
set_C_clean	genome_65	GB_GCA_034002845.1	034002845	test	Auribacterota	Patescibacteriota	False
set_C_clean	genome_66	RS_GCF_028885875.1	028885875	test	Pseudomonadota	Patescibacteriota	False
set_C_clean	genome_66	RS_GCF_013619715.1	013619715	test	Pseudomonadota	Patescibacteriota	False
set_C_clean	genome_66	RS_GCF_016776365.1	016776365	test	Pseudomonadota	Patescibacteriota	False
set_C_clean	genome_67	GB_GCA_001602705.1	001602705	test	Actinomycetota	Patescibacteriota	False
set_C_clean	genome_67	RS_GCF_900602465.1	900602465	test	Pseudomonadota	Patescibacteriota	False
set_C_clean	genome_67	RS_GCF_022919455.1	022919455	test	Bacteroidota	Patescibacteriota	False
set_C_clean	genome_68	RS_GCF_036772935.1	036772935	test	Bacillota	Patescibacteriota	False
set_C_clean	genome_68	GB_GCA_948757335.1	948757335	test	Bacteroidota	Patescibacteriota	False
set_C_clean	genome_68	RS_GCF_900131275.1	900131275	test	Actinomycetota	Patescibacteriota	False
set_C_clean	genome_68	RS_GCF_008000655.1	008000655	test	Campylobacterota	Patescibacteriota	False
set_C_clean	genome_69	RS_GCF_900590415.1	900590415	test	Pseudomonadota	Patescibacteriota	False
set_C_clean	genome_69	RS_GCF_000819085.1	000819085	test	Pseudomonadota	Patescibacteriota	False
set_C_clean	genome_69	RS_GCF_948592105.1	948592105	test	Pseudomonadota	Patescibacteriota	False
set_C_clean	genome_70	RS_GCF_000597825.1	000597825	test	Campylobacterota	Patescibacteriota	False
set_C_clean	genome_71	RS_GCF_000765945.1	000765945	test	Bacteroidota	Patescibacteriota	False
set_C_clean	genome_72	RS_GCF_949786325.1	949786325	test	Pseudomonadota	Patescibacteriota	False
set_C_clean	genome_73	RS_GCF_000626615.2	000626615	test	Bacillota	Patescibacteriota	False
set_C_clean	genome_73	GB_GCA_947459335.1	947459335	test	Bacteroidota	Patescibacteriota	False
set_C_clean	genome_73	RS_GCF_002952595.1	002952595	test	Campylobacterota	Patescibacteriota	False
set_C_clean	genome_74	RS_GCF_031775615.1	031775615	test	Pseudomonadota	Patescibacteriota	False
set_C_clean	genome_74	GB_GCA_002366565.1	002366565	test	Bdellovibrionota	Patescibacteriota	False
set_C_clean	genome_74	RS_GCF_003237205.1	003237205	test	Bacillota	Patescibacteriota	False
set_C_clean	genome_74	RS_GCF_011038575.1	011038575	test	Bacillota	Patescibacteriota	False
set_C_clean	genome_74	GB_GCA_034124905.1	034124905	test	Bacteroidota	Patescibacteriota	False
set_C_clean	genome_75	GB_GCA_949498415.1	949498415	test	Bacteroidota	Patescibacteriota	False
set_C_clean	genome_75	RS_GCF_900590105.1	900590105	test	Pseudomonadota	Patescibacteriota	False
set_C_clean	genome_75	GB_GCA_948625555.1	948625555	test	Pseudomonadota	Patescibacteriota	False
set_C_clean	genome_75	GB_GCA_947643885.1	947643885	test	Bacillota	Patescibacteriota	False
set_C_clean	genome_75	RS_GCF_033488415.1	033488415	test	Pseudomonadota	Patescibacteriota	False
set_C_clean	genome_76	GB_GCA_903861565.1	903861565	test	Pseudomonadota	Patescibacteriota	False
set_C_clean	genome_77	GB_GCA_945888375.1	945888375	test	Verrucomicrobiota	Patescibacteriota	False
set_C_clean	genome_78	RS_GCF_001011385.1	001011385	test	Pseudomonadota	Patescibacteriota	False
set_C_clean	genome_78	GB_GCA_029248525.1	029248525	test	Desulfobacterota_B	Patescibacteriota	False
set_C_clean	genome_78	RS_GCF_023566035.1	023566035	test	Halobacteriota	Patescibacteriota	False
set_C_clean	genome_79	RS_GCF_017162255.1	017162255	test	Pseudomonadota	Patescibacteriota	False
set_C_clean	genome_80	RS_GCF_037465375.1	037465375	test	Actinomycetota	Patescibacteriota	False
set_C_clean	genome_80	GB_GCA_002367175.1	002367175	test	Pseudomonadota	Patescibacteriota	False
set_C_clean	genome_80	RS_GCF_014205165.1	014205165	test	Actinomycetota	Patescibacteriota	False
set_C_clean	genome_80	RS_GCF_007845775.1	007845775	test	Campylobacterota	Patescibacteriota	False
set_C_clean	genome_81	RS_GCF_033037175.1	033037175	test	Bacillota	Patescibacteriota	False
set_C_clean	genome_82	RS_GCF_003064555.1	003064555	test	Pseudomonadota	Patescibacteriota	False
set_C_clean	genome_82	RS_GCF_002913835.1	002913835	test	Campylobacterota	Patescibacteriota	False
set_C_clean	genome_83	RS_GCF_003259585.1	003259585	test	Actinomycetota	Patescibacteriota	False
set_C_clean	genome_84	RS_GCF_018771565.1	018771565	test	Chloroflexota	Patescibacteriota	False
set_C_clean	genome_85	RS_GCF_041366755.1	041366755	test	Bacillota	Patescibacteriota	False
set_C_clean	genome_85	RS_GCF_001468565.1	001468565	test	Bacillota	Patescibacteriota	False
set_C_clean	genome_86	RS_GCF_900156635.1	900156635	test	Pseudomonadota	Patescibacteriota	False
set_C_clean	genome_86	RS_GCF_021727385.1	021727385	test	Pseudomonadota	Patescibacteriota	False
set_C_clean	genome_87	RS_GCF_037006225.1	037006225	test	Campylobacterota	Patescibacteriota	False
set_C_clean	genome_87	RS_GCF_002144535.1	002144535	test	Pseudomonadota	Patescibacteriota	False
set_C_clean	genome_87	GB_GCA_902755555.1	902755555	test	Bacteroidota	Patescibacteriota	False
set_C_clean	genome_88	RS_GCF_038149015.1	038149015	test	Bacillota	Patescibacteriota	False
set_C_clean	genome_89	RS_GCF_000600125.1	000600125	test	Campylobacterota	Patescibacteriota	False
set_C_clean	genome_90	RS_GCF_001815965.1	001815965	test	Actinomycetota	Patescibacteriota	False
set_C_clean	genome_90	RS_GCF_000265525.1	000265525	test	Methanobacteriota_B	Patescibacteriota	False
set_C_clean	genome_90	RS_GCF_006506995.1	006506995	test	Pseudomonadota	Patescibacteriota	False
set_C_clean	genome_91	GB_GCA_001054945.1	001054945	test	Actinomycetota	Patescibacteriota	False
set_C_clean	genome_91	GB_GCA_900467405.1	900467405	test	Pseudomonadota	Patescibacteriota	False
set_C_clean	genome_91	GB_GCA_948690195.1	948690195	test	Cyanobacteriota	Patescibacteriota	False
set_C_clean	genome_91	RS_GCF_023169625.1	023169625	test	Pseudomonadota	Patescibacteriota	False
set_C_clean	genome_92	RS_GCF_039862785.1	039862785	test	Pseudomonadota	Patescibacteriota	False
set_C_clean	genome_92	GB_GCA_948706025.1	948706025	test	Bacillota	Patescibacteriota	False
set_C_clean	genome_92	RS_GCF_036492715.1	036492715	test	Bacillota	Patescibacteriota	False
set_C_clean	genome_93	RS_GCF_021394355.1	021394355	test	Pseudomonadota	Patescibacteriota	False
set_C_clean	genome_93	RS_GCF_002061785.1	002061785	test	Pseudomonadota	Patescibacteriota	False
set_C_clean	genome_93	RS_GCF_001687335.1	001687335	test	Desulfobacterota	Patescibacteriota	False
set_C_clean	genome_94	RS_GCF_900084525.1	900084525	test	Pseudomonadota	Patescibacteriota	False
set_C_clean	genome_94	RS_GCF_037725825.1	037725825	test	Pseudomonadota	Patescibacteriota	False
set_C_clean	genome_94	GB_GCA_949378685.1	949378685	test	Verrucomicrobiota	Patescibacteriota	False
set_C_clean	genome_94	RS_GCF_018704165.1	018704165	test	Spirochaetota	Patescibacteriota	False
set_C_clean	genome_95	RS_GCF_040408265.1	040408265	test	Bacillota	Patescibacteriota	False
set_C_clean	genome_95	RS_GCF_900059235.1	900059235	test	Bacillota	Patescibacteriota	False
set_C_clean	genome_95	RS_GCF_016907075.1	016907075	test	Pseudomonadota	Patescibacteriota	False
set_C_clean	genome_95	RS_GCF_000785005.1	000785005	test	Pseudomonadota	Patescibacteriota	False
set_C_clean	genome_96	GB_GCA_019100285.1	019100285	test	Pseudomonadota	Patescibacteriota	False
set_C_clean	genome_96	RS_GCF_015265495.1	015265495	test	Actinomycetota	Patescibacteriota	False
set_C_clean	genome_96	RS_GCF_000626355.1	000626355	test	Pseudomonadota	Patescibacteriota	False
set_C_clean	genome_97	RS_GCF_001827495.1	001827495	test	Bacillota	Patescibacteriota	False
set_C_clean	genome_97	RS_GCF_902387285.1	902387285	test	Thermoplasmatota	Patescibacteriota	False
set_C_clean	genome_97	RS_GCF_035822575.1	035822575	test	Bacillota	Patescibacteriota	False
set_C_clean	genome_97	RS_GCF_903891135.1	903891135	test	Bacillota	Patescibacteriota	False
set_C_clean	genome_97	RS_GCF_028463005.1	028463005	test	Pseudomonadota	Patescibacteriota	False
set_C_clean	genome_98	GB_GCA_948517175.1	948517175	test	Bacteroidota	Patescibacteriota	False
set_C_clean	genome_98	GB_GCA_014075315.1	014075315	test	Thermoproteota	Patescibacteriota	False
set_C_clean	genome_98	GB_GCA_014169635.1	014169635	test	Pseudomonadota	Patescibacteriota	False
set_C_clean	genome_98	RS_GCF_001905625.1	001905625	test	Actinomycetota	Patescibacteriota	False
set_C_clean	genome_99	RS_GCF_033804325.1	033804325	test	Bacillota	Patescibacteriota	False
set_C_clean	genome_100	RS_GCF_040746155.1	040746155	test	Bdellovibrionota	Patescibacteriota	False
set_C_clean	genome_101	GB_GCA_001172645.1	001172645	test	Bacillota	Patescibacteriota	False
set_C_clean	genome_101	GB_GCA_963681965.1	963681965	test	Electryoneota	Patescibacteriota	False
set_C_clean	genome_101	RS_GCF_007845945.1	007845945	test	Campylobacterota	Patescibacteriota	False
set_C_clean	genome_101	RS_GCF_900508525.1	900508525	test	Pseudomonadota	Patescibacteriota	False
set_C_clean	genome_102	RS_GCF_014269225.2	014269225	test	Pseudomonadota	Patescibacteriota	False
set_C_clean	genome_102	GB_GCA_948997015.1	948997015	test	Bacteroidota	Patescibacteriota	False
set_C_clean	genome_102	RS_GCF_002123235.1	002123235	test	Bacillota	Patescibacteriota	False
set_C_clean	genome_102	GB_GCA_964204605.1	964204605	test	Bacteroidota_A	Patescibacteriota	False
set_C_clean	genome_102	RS_GCF_904067625.1	904067625	test	Pseudomonadota	Patescibacteriota	False
