# Contaminant provenance for set_H_ncbi (one row per event).
# Contaminants are drawn from data/splits/test_genomes.tsv only, cross-phylum relative to the dominant — identical to set_C/D_clean.
set	genome_id	contaminant_accession	canonical_key	split	phylum	dominant_phylum	same_phylum_as_dominant
set_H_ncbi	genome_31	RS_GCF_000800235.1	000800235	test	Pseudomonadota	Actinomycetota	False
set_H_ncbi	genome_31	RS_GCF_001148645.1	001148645	test	Bacillota	Actinomycetota	False
set_H_ncbi	genome_32	RS_GCF_000243795.1	000243795	test	Spirochaetota	Actinomycetota	False
set_H_ncbi	genome_32	RS_GCF_030412945.1	030412945	test	Bacteroidota	Actinomycetota	False
set_H_ncbi	genome_33	RS_GCF_012843705.1	012843705	test	Fusobacteriota	Actinomycetota	False
set_H_ncbi	genome_34	GB_GCA_948683515.1	948683515	test	Bacteroidota	Actinomycetota	False
set_H_ncbi	genome_34	RS_GCF_000968055.1	000968055	test	Bacillota	Actinomycetota	False
set_H_ncbi	genome_35	RS_GCF_022238585.1	022238585	test	Pseudomonadota	Actinomycetota	False
set_H_ncbi	genome_35	RS_GCF_029599935.1	029599935	test	Bacillota	Actinomycetota	False
set_H_ncbi	genome_35	RS_GCF_002220775.1	002220775	test	Campylobacterota	Actinomycetota	False
set_H_ncbi	genome_35	RS_GCF_008690005.1	008690005	test	Bacillota	Actinomycetota	False
set_H_ncbi	genome_35	RS_GCF_003068305.1	003068305	test	Pseudomonadota	Actinomycetota	False
set_H_ncbi	genome_36	RS_GCF_013342225.1	013342225	test	Pseudomonadota	Actinomycetota	False
set_H_ncbi	genome_36	RS_GCF_041034425.1	041034425	test	Pseudomonadota	Actinomycetota	False
set_H_ncbi	genome_37	RS_GCF_036679705.1	036679705	test	Bacillota	Actinomycetota	False
set_H_ncbi	genome_37	RS_GCF_017164855.1	017164855	test	Pseudomonadota	Actinomycetota	False
set_H_ncbi	genome_38	RS_GCF_000785005.1	000785005	test	Pseudomonadota	Actinomycetota	False
set_H_ncbi	genome_39	RS_GCF_041530555.1	041530555	test	Bacillota	Actinomycetota	False
set_H_ncbi	genome_39	RS_GCF_900026165.1	900026165	test	Bacillota	Actinomycetota	False
set_H_ncbi	genome_39	RS_GCF_031453155.1	031453155	test	Pseudomonadota	Actinomycetota	False
set_H_ncbi	genome_39	RS_GCF_001192995.1	001192995	test	Bacillota	Actinomycetota	False
set_H_ncbi	genome_40	GB_GCA_040388535.1	040388535	test	Gemmatimonadota	Actinomycetota	False
set_H_ncbi	genome_40	RS_GCF_003445415.1	003445415	test	Pseudomonadota	Actinomycetota	False
set_H_ncbi	genome_41	RS_GCF_030361845.2	030361845	test	Pseudomonadota	Actinomycetota	False
set_H_ncbi	genome_42	RS_GCF_003602895.1	003602895	test	Bacteroidota	Actinomycetota	False
set_H_ncbi	genome_42	RS_GCF_027920345.1	027920345	test	Pseudomonadota	Actinomycetota	False
set_H_ncbi	genome_42	RS_GCF_900026165.1	900026165	test	Bacillota	Actinomycetota	False
set_H_ncbi	genome_42	RS_GCF_030060225.1	030060225	test	Bacillota	Actinomycetota	False
set_H_ncbi	genome_42	RS_GCF_009697015.1	009697015	test	Bacillota	Actinomycetota	False
set_H_ncbi	genome_43	RS_GCF_000968055.1	000968055	test	Bacillota	Actinomycetota	False
set_H_ncbi	genome_44	RS_GCF_014398525.1	014398525	test	Pseudomonadota	Actinomycetota	False
set_H_ncbi	genome_44	GB_GCA_001146745.1	001146745	test	Pseudomonadota	Actinomycetota	False
set_H_ncbi	genome_44	RS_GCF_023921165.1	023921165	test	Bacteroidota	Actinomycetota	False
set_H_ncbi	genome_44	GB_GCA_016222905.1	016222905	test	Nitrospirota	Actinomycetota	False
set_H_ncbi	genome_45	RS_GCF_948821485.1	948821485	test	Bacteroidota	Actinomycetota	False
set_H_ncbi	genome_46	GB_GCA_002530625.1	002530625	test	Bacillota	Actinomycetota	False
set_H_ncbi	genome_46	RS_GCF_023910275.1	023910275	test	Pseudomonadota	Actinomycetota	False
set_H_ncbi	genome_46	RS_GCF_041227005.1	041227005	test	Pseudomonadota	Actinomycetota	False
set_H_ncbi	genome_46	RS_GCF_021409465.1	021409465	test	Bacteroidota	Actinomycetota	False
set_H_ncbi	genome_46	GB_GCA_019638375.1	019638375	test	Bacteroidota	Actinomycetota	False
set_H_ncbi	genome_47	GB_GCA_021622845.1	021622845	test	Bacteroidota	Actinomycetota	False
set_H_ncbi	genome_48	RS_GCF_004009355.1	004009355	test	Pseudomonadota	Actinomycetota	False
set_H_ncbi	genome_49	RS_GCF_019218745.1	019218745	test	Pseudomonadota	Actinomycetota	False
set_H_ncbi	genome_50	RS_GCF_002215175.1	002215175	test	Bacillota	Actinomycetota	False
set_H_ncbi	genome_50	RS_GCF_014217995.1	014217995	test	Campylobacterota	Actinomycetota	False
set_H_ncbi	genome_50	RS_GCF_025559745.1	025559745	test	Bacillota	Actinomycetota	False
set_H_ncbi	genome_51	GB_GCA_013360215.1	013360215	test	CLD3	Actinomycetota	False
set_H_ncbi	genome_51	RS_GCF_003725635.1	003725635	test	Pseudomonadota	Actinomycetota	False
set_H_ncbi	genome_51	GB_GCA_001368035.1	001368035	test	Pseudomonadota	Actinomycetota	False
set_H_ncbi	genome_52	RS_GCF_000407885.1	000407885	test	Pseudomonadota	Actinomycetota	False
set_H_ncbi	genome_52	RS_GCF_001618305.1	001618305	test	Bacillota	Actinomycetota	False
set_H_ncbi	genome_53	RS_GCF_030333765.1	030333765	test	Pseudomonadota	Actinomycetota	False
set_H_ncbi	genome_53	GB_GCA_018822105.1	018822105	test	Desulfobacterota_I	Actinomycetota	False
set_H_ncbi	genome_54	RS_GCF_002234355.1	002234355	test	Bacillota	Actinomycetota	False
set_H_ncbi	genome_55	GB_GCA_963678585.1	963678585	test	Pseudomonadota	Actinomycetota	False
set_H_ncbi	genome_56	GB_GCA_000200715.1	000200715	test	Thermoproteota	Actinomycetota	False
set_H_ncbi	genome_56	RS_GCF_028882155.1	028882155	test	Bacillota	Actinomycetota	False
set_H_ncbi	genome_56	RS_GCF_900117505.2	900117505	test	Pseudomonadota	Actinomycetota	False
set_H_ncbi	genome_56	RS_GCF_014205785.1	014205785	test	Pseudomonadota	Actinomycetota	False
set_H_ncbi	genome_57	RS_GCF_041765085.1	041765085	test	Bacillota	Actinomycetota	False
set_H_ncbi	genome_57	GB_GCA_002785485.1	002785485	test	Pseudomonadota	Actinomycetota	False
set_H_ncbi	genome_57	RS_GCF_021285205.1	021285205	test	Pseudomonadota	Actinomycetota	False
set_H_ncbi	genome_58	RS_GCF_900514535.1	900514535	test	Pseudomonadota	Actinomycetota	False
set_H_ncbi	genome_58	RS_GCF_902204175.1	902204175	test	Pseudomonadota	Actinomycetota	False
set_H_ncbi	genome_58	RS_GCF_001232585.1	001232585	test	Campylobacterota	Actinomycetota	False
set_H_ncbi	genome_59	GB_GCA_947256735.1	947256735	test	Bacteroidota	Actinomycetota	False
set_H_ncbi	genome_60	RS_GCF_002184335.1	002184335	test	Pseudomonadota	Bacillota	False
set_H_ncbi	genome_61	RS_GCF_900460295.1	900460295	test	Pseudomonadota	Bacillota	False
set_H_ncbi	genome_62	GB_GCA_903901535.1	903901535	test	Acidobacteriota	Bacillota	False
set_H_ncbi	genome_62	RS_GCF_027586325.1	027586325	test	Spirochaetota	Bacillota	False
set_H_ncbi	genome_62	GB_GCA_029623735.1	029623735	test	Pseudomonadota	Bacillota	False
set_H_ncbi	genome_62	RS_GCF_002223365.1	002223365	test	Pseudomonadota	Bacillota	False
set_H_ncbi	genome_63	RS_GCF_004108765.1	004108765	test	Actinomycetota	Bacillota	False
set_H_ncbi	genome_63	RS_GCF_041467915.1	041467915	test	Pseudomonadota	Bacillota	False
set_H_ncbi	genome_63	RS_GCF_029835705.1	029835705	test	Pseudomonadota	Bacillota	False
set_H_ncbi	genome_64	RS_GCF_948798325.1	948798325	test	Bacteroidota	Bacillota	False
set_H_ncbi	genome_64	RS_GCF_013604855.1	013604855	test	Pseudomonadota	Bacillota	False
set_H_ncbi	genome_64	RS_GCF_006506785.1	006506785	test	Pseudomonadota	Bacillota	False
set_H_ncbi	genome_65	RS_GCF_002554215.1	002554215	test	Pseudomonadota	Bacillota	False
set_H_ncbi	genome_65	RS_GCF_002885315.1	002885315	test	Verrucomicrobiota	Bacillota	False
set_H_ncbi	genome_66	GB_GCA_948883185.1	948883185	test	Verrucomicrobiota	Bacillota	False
set_H_ncbi	genome_67	RS_GCF_001388975.1	001388975	test	Actinomycetota	Bacillota	False
set_H_ncbi	genome_67	RS_GCF_958369625.1	958369625	test	Bacteroidota	Bacillota	False
set_H_ncbi	genome_67	GB_GCA_015645415.1	015645415	test	Pseudomonadota	Bacillota	False
set_H_ncbi	genome_67	RS_GCF_028203255.1	028203255	test	Actinomycetota	Bacillota	False
set_H_ncbi	genome_67	RS_GCF_003970995.1	003970995	test	Campylobacterota	Bacillota	False
set_H_ncbi	genome_68	RS_GCF_017498485.1	017498485	test	Bacteroidota	Bacillota	False
set_H_ncbi	genome_69	RS_GCF_029085485.1	029085485	test	Pseudomonadota	Bacillota	False
set_H_ncbi	genome_69	RS_GCF_001293505.1	001293505	test	Pseudomonadota	Bacillota	False
set_H_ncbi	genome_69	GB_GCA_023227965.1	023227965	test	Bacteroidota	Bacillota	False
set_H_ncbi	genome_70	RS_GCF_024341745.1	024341745	test	Actinomycetota	Bacillota	False
set_H_ncbi	genome_70	RS_GCF_021394355.1	021394355	test	Pseudomonadota	Bacillota	False
set_H_ncbi	genome_70	RS_GCF_002554215.1	002554215	test	Pseudomonadota	Bacillota	False
set_H_ncbi	genome_71	RS_GCF_004769375.1	004769375	test	Spirochaetota	Bacillota	False
set_H_ncbi	genome_71	RS_GCF_039543705.1	039543705	test	Actinomycetota	Bacillota	False
set_H_ncbi	genome_71	RS_GCF_040901285.1	040901285	test	Pseudomonadota	Bacillota	False
set_H_ncbi	genome_71	RS_GCF_003945305.1	003945305	test	Cyanobacteriota	Bacillota	False
set_H_ncbi	genome_72	RS_GCF_006506995.1	006506995	test	Pseudomonadota	Bacillota	False
set_H_ncbi	genome_72	RS_GCF_011068035.1	011068035	test	Campylobacterota	Bacillota	False
set_H_ncbi	genome_72	RS_GCF_005222625.1	005222625	test	Spirochaetota	Bacillota	False
set_H_ncbi	genome_73	RS_GCF_000147755.1	000147755	test	Pseudomonadota	Bacillota	False
set_H_ncbi	genome_73	RS_GCF_000600125.1	000600125	test	Campylobacterota	Bacillota	False
set_H_ncbi	genome_73	RS_GCF_900132995.1	900132995	test	Actinomycetota	Bacillota	False
set_H_ncbi	genome_73	RS_GCF_000695855.3	000695855	test	Pseudomonadota	Bacillota	False
set_H_ncbi	genome_74	GB_GCA_001493835.1	001493835	test	Campylobacterota	Bacillota	False
set_H_ncbi	genome_74	RS_GCF_001848765.1	001848765	test	Actinomycetota	Bacillota	False
set_H_ncbi	genome_74	RS_GCF_947250645.1	947250645	test	Pseudomonadota	Bacillota	False
set_H_ncbi	genome_75	GB_GCA_021813405.1	021813405	test	Nitrospirota	Bacillota	False
set_H_ncbi	genome_75	RS_GCF_000958005.1	000958005	test	Pseudomonadota	Bacillota	False
set_H_ncbi	genome_75	RS_GCF_030370155.1	030370155	test	Pseudomonadota	Bacillota	False
set_H_ncbi	genome_76	RS_GCF_000959505.1	000959505	test	Pseudomonadota	Bacillota	False
set_H_ncbi	genome_76	RS_GCF_900480965.1	900480965	test	Pseudomonadota	Bacillota	False
set_H_ncbi	genome_76	RS_GCF_018829755.1	018829755	test	Pseudomonadota	Bacillota	False
set_H_ncbi	genome_76	GB_GCA_944324305.1	944324305	test	Cyanobacteriota	Bacillota	False
set_H_ncbi	genome_77	GB_GCA_948941045.1	948941045	test	Bacteroidota	Bacillota	False
set_H_ncbi	genome_77	RS_GCF_013319085.1	013319085	test	Pseudomonadota	Bacillota	False
set_H_ncbi	genome_78	RS_GCF_002085865.1	002085865	test	Pseudomonadota	Bacillota	False
set_H_ncbi	genome_78	RS_GCF_003496665.1	003496665	test	Pseudomonadota	Bacillota	False
set_H_ncbi	genome_78	RS_GCF_017409525.1	017409525	test	Methanobacteriota	Bacillota	False
set_H_ncbi	genome_78	GB_GCA_948550975.1	948550975	test	Desulfobacterota_I	Bacillota	False
set_H_ncbi	genome_79	RS_GCF_002979595.1	002979595	test	Actinomycetota	Bacillota	False
set_H_ncbi	genome_79	RS_GCF_014857545.1	014857545	test	Pseudomonadota	Bacillota	False
set_H_ncbi	genome_80	RS_GCF_023278445.2	023278445	test	Actinomycetota	Bacillota	False
set_H_ncbi	genome_80	RS_GCF_000717405.1	000717405	test	Actinomycetota	Bacillota	False
set_H_ncbi	genome_81	GB_GCA_963665795.1	963665795	test	Thermoplasmatota	Bacillota	False
set_H_ncbi	genome_81	RS_GCF_948908175.1	948908175	test	Bacteroidota	Bacillota	False
set_H_ncbi	genome_81	RS_GCF_000348945.1	000348945	test	Actinomycetota	Bacillota	False
set_H_ncbi	genome_82	RS_GCF_001844525.1	001844525	test	Actinomycetota	Bacillota	False
set_H_ncbi	genome_82	RS_GCF_000612725.1	000612725	test	Actinomycetota	Bacillota	False
set_H_ncbi	genome_82	RS_GCF_014775655.1	014775655	test	Actinomycetota	Bacillota	False
set_H_ncbi	genome_82	GB_GCA_900469405.1	900469405	test	Pseudomonadota	Bacillota	False
set_H_ncbi	genome_82	RS_GCF_021373315.1	021373315	test	Pseudomonadota	Bacillota	False
set_H_ncbi	genome_83	RS_GCF_020736185.1	020736185	test	Campylobacterota	Bacillota	False
set_H_ncbi	genome_83	GB_GCA_949402355.1	949402355	test	Bacteroidota	Bacillota	False
set_H_ncbi	genome_83	RS_GCF_003716855.1	003716855	test	Pseudomonadota	Bacillota	False
set_H_ncbi	genome_84	RS_GCF_022428455.1	022428455	test	Pseudomonadota	Bacillota	False
set_H_ncbi	genome_85	RS_GCF_035065785.1	035065785	test	Campylobacterota	Bacillota	False
set_H_ncbi	genome_85	RS_GCF_019056535.1	019056535	test	Chlamydiota	Bacillota	False
set_H_ncbi	genome_85	RS_GCF_021504495.1	021504495	test	Pseudomonadota	Bacillota	False
set_H_ncbi	genome_85	RS_GCF_004308415.1	004308415	test	Pseudomonadota	Bacillota	False
set_H_ncbi	genome_86	RS_GCF_000676035.1	000676035	test	Actinomycetota	Bacillota	False
set_H_ncbi	genome_86	RS_GCF_025758285.1	025758285	test	Pseudomonadota	Bacillota	False
set_H_ncbi	genome_86	GB_GCA_001548355.1	001548355	test	Pseudomonadota	Bacillota	False
set_H_ncbi	genome_86	GB_GCA_963674695.1	963674695	test	UBA10199	Bacillota	False
set_H_ncbi	genome_87	RS_GCF_039944475.1	039944475	test	Bacteroidota	Bacillota	False
set_H_ncbi	genome_87	RS_GCF_035830675.1	035830675	test	Actinomycetota	Bacillota	False
set_H_ncbi	genome_87	RS_GCF_003113475.3	003113475	test	Pseudomonadota	Bacillota	False
set_H_ncbi	genome_88	GB_GCA_015752025.1	015752025	test	Pseudomonadota	Bacillota	False
set_H_ncbi	genome_88	RS_GCF_026614745.1	026614745	test	Pseudomonadota	Bacillota	False
set_H_ncbi	genome_89	GB_GCA_029448515.1	029448515	test	Pseudomonadota	Bacillota	False
set_H_ncbi	genome_89	RS_GCF_948806895.1	948806895	test	Bacteroidota	Bacillota	False
set_H_ncbi	genome_90	RS_GCF_000673255.1	000673255	test	Actinomycetota	Bacillota	False
set_H_ncbi	genome_90	RS_GCF_039595875.1	039595875	test	Bacteroidota	Bacillota	False
set_H_ncbi	genome_91	RS_GCF_018409365.1	018409365	test	Pseudomonadota	Bacillota	False
set_H_ncbi	genome_91	RS_GCF_025562315.1	025562315	test	Pseudomonadota	Bacillota	False
set_H_ncbi	genome_91	RS_GCF_004152925.1	004152925	test	Deinococcota	Bacillota	False
set_H_ncbi	genome_91	RS_GCF_016802045.1	016802045	test	Pseudomonadota	Bacillota	False
set_H_ncbi	genome_91	RS_GCF_902809895.1	902809895	test	Pseudomonadota	Bacillota	False
set_H_ncbi	genome_92	RS_GCF_003062945.1	003062945	test	Pseudomonadota	Bacillota	False
set_H_ncbi	genome_92	RS_GCF_000345885.2	000345885	test	Campylobacterota	Bacillota	False
set_H_ncbi	genome_92	RS_GCF_004110855.1	004110855	test	Actinomycetota	Bacillota	False
set_H_ncbi	genome_92	RS_GCF_000505165.1	000505165	test	Pseudomonadota	Bacillota	False
set_H_ncbi	genome_93	GB_GCA_015999875.1	015999875	test	Patescibacteriota	Bacillota	False
set_H_ncbi	genome_93	RS_GCF_030490165.1	030490165	test	Pseudomonadota	Bacillota	False
set_H_ncbi	genome_93	RS_GCF_002563925.1	002563925	test	Actinomycetota	Bacillota	False
set_H_ncbi	genome_93	RS_GCF_026156425.1	026156425	test	Pseudomonadota	Bacillota	False
set_H_ncbi	genome_94	RS_GCF_005083105.1	005083105	test	Pseudomonadota	Bacillota	False
