genome_name	pred_completeness	pred_contamination
genome_386	84.3528	24.6967
genome_387	90.2763	75.4169
genome_388	99.2123	62.4187
genome_389	99.7880	29.8758
genome_39	83.5921	42.0418
genome_390	99.4784	67.9632
genome_391	99.5948	0.5369
genome_392	59.8255	9.4776
genome_393	99.9191	0.3121
genome_394	99.2637	71.1893
genome_395	53.3651	29.9241
genome_396	99.9546	0.3974
genome_397	69.5748	0.2420
genome_398	79.8905	66.2211
genome_399	99.6697	19.5855
genome_4	99.7090	88.9062
genome_40	84.0517	8.3932
genome_400	72.9384	0.1851
genome_401	81.5176	75.3230
genome_402	90.2427	62.2591
genome_403	68.8592	0.1724
genome_404	65.4793	0.9472
genome_405	80.1236	76.9311
genome_406	65.3490	0.0556
genome_407	60.2144	49.5159
genome_408	99.9348	92.3837
genome_409	78.1968	0.2027
genome_41	88.4701	0.1662
genome_410	72.1821	51.4415
genome_411	62.3353	46.8381
genome_412	96.0901	81.9384
genome_413	96.2725	87.2644
genome_414	98.8849	59.6955
genome_415	83.8070	10.1814
genome_416	67.8405	26.0045
genome_417	75.6794	76.1090
genome_418	99.0982	52.3684
genome_419	78.5677	71.8378
genome_42	70.5377	14.6063
genome_420	99.8044	0.2150
genome_421	76.2810	31.8947
genome_422	59.3136	0.0090
genome_423	83.9173	52.0797
genome_424	58.7523	24.7220
genome_425	76.9903	0.0749
genome_426	58.5381	38.8557
genome_427	99.8999	5.3275
genome_428	64.8699	53.8014
genome_429	97.7028	67.9611
genome_43	99.1604	87.0193
genome_430	77.6494	11.9789
genome_431	77.4308	0.2312
genome_432	60.4403	40.2832
genome_433	75.3652	36.2994
genome_434	98.7578	59.5191
genome_435	90.7381	69.7961
genome_436	99.9173	0.4055
genome_437	99.3719	45.6052
genome_438	71.7538	20.7327
genome_439	74.3389	0.0953
genome_44	80.1220	64.5654
genome_440	89.2594	1.9690
genome_441	99.8193	38.3529
genome_442	91.7530	79.7504
genome_443	93.6497	87.7194
genome_444	75.8395	0.1617
genome_445	97.4859	65.3491
genome_446	82.6445	54.4068
genome_447	77.7711	0.2512
genome_448	70.3060	46.6355
genome_449	99.7413	1.7144
genome_45	78.1288	74.5523
genome_450	77.9050	0.1643
genome_451	91.3254	13.4418
genome_452	94.1358	44.7450
genome_453	99.2857	84.5334
genome_454	68.0215	0.2016
genome_455	85.9761	0.5570
genome_456	99.6812	10.8668
genome_457	99.9641	0.5154
genome_458	78.9381	0.8003
genome_459	64.1847	0.8441
genome_46	78.7741	19.3298
genome_460	99.7151	35.0542
genome_461	56.6220	39.7353
genome_462	81.5372	51.5195
genome_463	87.5697	55.8672
genome_464	99.4938	85.1911
genome_465	84.0233	11.6281
genome_466	97.5834	92.4025
genome_467	99.6992	55.9211
genome_468	80.9261	20.2108
genome_469	69.3046	15.7074
genome_47	99.9868	2.8340
genome_470	78.1711	74.6546
genome_471	70.3690	58.5301
genome_472	76.5333	71.7088
genome_473	77.4123	13.3162
genome_474	99.3559	2.5690
genome_475	79.9924	0.2944
genome_476	88.4914	0.5189
genome_477	59.1502	0.0927
genome_478	74.2996	0.0879
genome_479	77.6524	60.7653
genome_48	98.9957	89.5324
genome_480	73.8710	53.5113
genome_481	77.8121	0.1647
genome_482	97.0459	68.4942
genome_483	76.3555	4.8475
genome_484	74.5794	0.0485
genome_485	83.3754	81.8369
genome_486	99.7890	4.0617
genome_487	74.8462	55.7468
genome_488	99.5624	34.0905
genome_489	93.5113	0.1085
genome_49	92.5644	66.2256
genome_490	64.0793	4.7156
genome_491	94.9090	89.6844
genome_492	92.7495	92.6560
genome_493	62.9029	0.2659
genome_494	65.1531	59.0161
genome_495	90.8483	39.1248
genome_496	75.0535	27.0805
genome_497	88.3366	0.2743
genome_498	92.5470	70.2905
genome_499	89.2039	77.1641
genome_5	56.2677	47.8070
genome_50	66.3353	36.8091
genome_500	55.1542	0.0216
genome_501	78.4350	29.0637
genome_502	99.9162	1.5749
genome_503	99.7225	0.3171
genome_504	99.9009	55.2852
genome_505	89.6387	0.7112
genome_506	64.0353	0.1423
genome_507	89.6662	0.5427
genome_508	58.5202	46.1676
genome_509	97.8785	88.3341
genome_51	88.4815	81.0313
genome_510	53.0968	5.0252
genome_511	88.9678	67.9149
genome_512	68.9604	65.4656
genome_513	91.5497	75.4658
genome_514	99.7708	0.6297
genome_515	99.8738	82.4601
genome_516	83.7166	56.3002
genome_517	69.8780	53.6107
genome_518	99.6700	35.0339
genome_519	62.7097	42.3845
genome_52	89.2727	79.4489
genome_520	82.4451	76.1368
genome_521	75.3467	42.7365
genome_522	74.0338	71.9728
genome_523	90.0057	62.0970
genome_524	82.8891	38.2190
genome_525	99.9774	86.8702
genome_526	85.7211	55.3084
genome_527	77.1400	75.1129
genome_528	97.2057	28.9497
genome_529	82.2001	25.1849
genome_53	99.8991	45.5633
genome_530	70.8443	0.1450
genome_531	56.4845	0.1738
genome_532	90.3773	13.3734
genome_533	82.1246	74.9544
genome_534	53.4909	0.0058
genome_535	74.3760	58.1829
genome_536	85.6626	37.7717
genome_537	74.8665	26.3472
genome_538	52.0789	5.6554
genome_539	76.0379	71.4991
genome_54	92.5273	86.5869
genome_540	98.5365	78.6713
genome_541	81.7282	25.1882
genome_542	70.5035	0.2269
genome_543	95.3267	57.7473
genome_544	92.7632	81.4347
genome_545	65.6463	27.7113
genome_546	99.4070	17.2053
genome_547	80.0436	51.6110
genome_548	82.4314	14.5414
genome_549	78.3004	70.9060
genome_55	87.4579	75.9003
genome_550	94.3345	70.2407
genome_551	99.9053	0.9108
genome_552	99.7515	29.1231
genome_553	80.5427	70.6790
genome_554	97.6529	40.8809
genome_555	64.9361	0.1602
genome_556	92.5810	70.0322
genome_557	75.0089	69.0099
genome_558	57.7794	41.6765
genome_559	74.6808	73.0472
genome_56	56.8906	47.7305
genome_560	99.4875	0.1550
genome_561	82.0182	4.5344
genome_562	83.0532	78.3895
genome_563	99.5116	20.5128
genome_564	98.6420	52.2810
genome_565	60.3426	48.1026
genome_566	58.6061	0.1645
genome_567	76.7043	12.3930
genome_568	64.1334	60.1175
genome_569	99.6234	27.2404
genome_57	90.2657	88.3803
genome_570	93.0692	50.8694
genome_571	94.6951	89.8320
genome_572	71.3687	32.3103
genome_573	83.7179	58.8457
genome_574	70.5441	0.4240
genome_575	84.6579	79.5088
genome_576	61.5870	21.3326
genome_577	99.7232	9.8823
genome_578	78.1513	0.5942
genome_579	99.8660	91.9937
genome_58	99.6280	21.0088
genome_580	99.6151	85.9026
genome_581	70.9761	1.5967
genome_582	85.7890	18.2904
genome_583	71.3600	58.5129
genome_584	85.2591	11.4742
genome_585	85.5435	0.2158
genome_586	98.8314	49.9119
genome_587	94.3060	49.7751
genome_588	78.0667	31.4435
genome_589	81.2149	33.7012
genome_59	77.8258	13.5085
genome_590	82.1530	43.1298
genome_591	98.7703	93.8265
genome_592	82.4158	0.3139
genome_593	91.0557	69.5971
genome_594	59.5353	37.4288
genome_595	94.2592	83.8406
genome_596	93.7933	19.6662
genome_597	80.6767	68.9394
genome_598	70.2592	69.8267
genome_599	76.9639	72.5800
genome_6	60.2012	37.5527
genome_60	99.4768	25.7235
genome_600	85.7751	1.5776
genome_601	92.6534	84.6186
genome_602	53.9465	20.8387
genome_603	99.8028	0.6424
genome_604	88.8652	81.5186
genome_605	59.9741	0.1431
genome_606	63.5340	59.7256
genome_607	92.4271	58.0316
genome_608	60.4209	0.0396
genome_609	81.3346	32.0773
genome_61	89.2824	66.7295
genome_610	74.8371	26.7623
genome_611	89.7589	69.7313
genome_612	73.2683	74.2380
genome_613	85.3148	56.8373
genome_614	61.4712	63.6491
genome_615	95.9926	5.8301
genome_616	68.0992	68.3672
genome_617	88.2448	82.4719
genome_618	78.6691	68.8510
genome_619	56.2879	0.5971
genome_62	72.3037	11.0598
genome_620	57.1194	0.0928
genome_621	73.3918	45.6709
genome_622	62.5031	31.5770
genome_623	98.9719	77.8056
genome_624	91.9938	74.5237
genome_625	82.6890	0.2899
genome_626	99.6319	80.2171
genome_627	59.2358	16.2526
genome_628	58.6781	0.7239
genome_629	98.8121	17.5372
genome_63	97.7785	72.5028
genome_630	80.3493	0.3659
genome_631	98.8780	87.3357
genome_632	56.6756	0.1367
genome_633	54.1293	1.1918
genome_634	80.7911	63.0906
genome_635	99.4349	55.8216
genome_636	92.4469	80.9563
genome_637	74.2167	0.3712
genome_638	99.8197	72.8436
genome_639	89.8866	82.5346
genome_64	99.6028	78.7977
genome_640	83.7595	77.9179
genome_641	60.8498	0.0170
genome_642	61.6635	14.4983
genome_643	64.6843	36.6489
genome_644	96.1032	78.1178
genome_645	82.8339	0.6920
genome_646	86.2346	61.8756
genome_647	59.9842	0.5120
genome_648	86.9733	59.9660
genome_649	81.0645	53.2472
genome_65	99.7833	81.3324
genome_650	99.6493	70.7237
genome_651	84.8173	59.6620
genome_652	97.7961	73.9396
genome_653	72.0133	20.1420
genome_654	75.4092	0.7041
genome_655	67.9033	11.7165
genome_656	92.7203	70.6818
genome_657	63.4490	44.6707
genome_658	78.4089	69.3479
genome_659	78.5305	60.7663
genome_66	99.4700	83.6720
genome_660	99.8474	8.4741
genome_661	55.4846	28.5265
genome_662	78.6938	68.5288
genome_663	58.3617	47.2682
genome_664	89.7382	84.9622
genome_665	87.4364	80.0629
genome_666	62.4019	32.0953
genome_667	99.7417	21.9182
genome_668	66.8354	71.4536
genome_669	67.7270	28.7835
genome_67	94.7487	0.4023
genome_670	89.2468	52.3696
genome_671	80.0297	31.3382
genome_672	99.8648	15.0125
genome_673	99.7181	77.4668
genome_674	88.2524	0.2811
genome_675	99.8264	8.2162
genome_676	65.7459	0.9650
genome_677	65.6718	0.0446
genome_678	54.8069	37.7833
genome_679	94.3443	13.1206
genome_68	99.8556	64.7579
genome_680	80.7441	0.8893
genome_681	99.8377	63.4963
genome_682	52.3401	0.0493
genome_683	99.8505	5.3330
genome_684	99.4122	33.6067
genome_685	57.0423	54.1711
genome_686	69.2673	67.2629
genome_687	76.7048	69.1024
genome_688	77.6800	17.0114
genome_689	67.4598	0.1504
genome_69	72.6336	15.1497
genome_690	58.1666	49.1181
genome_691	60.9875	0.3892
genome_692	65.8155	0.1917
genome_693	94.1901	75.8841
genome_694	52.7231	7.4784
genome_695	94.9401	73.3685
genome_696	91.9532	0.4571
genome_697	74.5319	61.1748
genome_698	62.6381	52.6211
genome_699	91.0919	55.3107
genome_7	80.7202	28.9167
genome_70	70.8532	0.2092
genome_700	74.1126	22.2568
genome_701	82.3373	52.3171
genome_702	75.6449	0.1136
genome_703	74.8124	66.5654
genome_704	76.4018	61.7766
genome_705	98.5340	32.7116
genome_706	94.3808	16.7558
genome_707	96.9682	81.6393
genome_708	56.8527	16.3269
genome_709	97.7609	18.3569
genome_71	56.1618	4.5746
genome_710	75.4810	8.7044
genome_711	99.4196	33.5808
genome_712	59.6709	39.1494
genome_713	73.0377	0.1793
genome_714	91.3781	42.8514
genome_715	86.4841	43.8812
genome_716	51.3060	0.0062
genome_717	54.6791	1.5870
genome_718	99.5265	5.1266
genome_719	78.1337	12.5801
genome_72	59.6765	1.9335
genome_720	72.6962	19.9521
genome_721	89.3741	80.2959
genome_722	76.5114	0.3005
genome_723	80.8693	63.9573
genome_724	97.8547	82.0055
genome_725	85.4451	21.6782
genome_726	65.6034	15.8575
genome_727	99.9057	0.4323
genome_728	62.1736	42.6716
genome_729	94.5422	69.3421
genome_73	58.3076	9.5767
genome_730	61.0221	59.8913
genome_731	76.3280	8.4837
genome_732	85.1911	71.3298
genome_733	67.3214	56.5873
genome_734	76.8787	55.0182
genome_735	57.3578	0.1358
genome_736	86.1171	53.3854
genome_737	70.2300	0.4530
genome_738	63.6849	50.8212
genome_739	99.8725	52.9242
genome_74	99.5453	53.8301
genome_740	91.7048	89.9113
genome_741	99.5939	37.9622
genome_742	75.7814	61.5910
genome_743	66.3436	68.2309
genome_744	70.1551	54.6023
genome_745	79.3472	74.7622
genome_746	84.0381	79.1608
genome_747	99.8608	0.4035
genome_748	99.3070	52.3627
genome_749	92.5804	73.9536
genome_75	98.6696	91.7644
genome_750	84.4124	78.0854
genome_751	73.5802	54.6192
genome_752	70.3872	41.9428
genome_753	80.7778	59.9305
genome_754	87.3001	75.0689
genome_755	99.9403	0.3227
genome_756	90.7605	77.4091
genome_757	68.5904	36.1882
genome_758	77.0992	63.5875
genome_759	99.8490	23.9615
genome_76	72.6785	0.1115
genome_760	80.7050	56.3462
genome_761	99.7035	4.7536
genome_762	65.5926	0.1739
genome_763	68.7461	59.3396
genome_764	75.1023	60.9133
genome_765	56.5938	9.7104
genome_766	56.2502	0.0654
genome_767	99.3093	6.7092
genome_768	80.4218	79.0955
genome_769	71.4299	0.1886
genome_77	99.7985	14.1792
genome_770	77.3717	49.3315
genome_771	95.8777	3.4370
genome_772	66.9274	49.7914
genome_773	97.1499	2.3889
genome_774	84.8163	9.8343
genome_775	84.3156	59.1308
genome_776	87.7615	0.6229
genome_777	87.9728	78.4593
genome_778	99.9076	3.9101
genome_779	87.3598	58.1983
genome_78	89.4654	0.4588
genome_780	76.0717	1.6486
genome_781	61.0664	33.8972
genome_782	99.0499	58.7863
genome_783	68.1163	0.1501
genome_784	76.5704	22.0717
genome_785	81.6649	18.9177
genome_786	83.1343	0.2550
genome_787	99.7536	25.6338
genome_788	84.1701	73.1844
genome_789	61.2512	0.0284
genome_79	84.2873	13.3099
genome_790	73.6555	0.0738
genome_791	87.2314	43.7526
genome_792	85.1428	16.2656
genome_793	99.9146	1.1090
genome_794	96.7790	88.4640
genome_795	85.3525	31.2075
genome_796	79.4778	50.0753
genome_797	79.5898	29.3181
genome_798	70.3761	0.0190
genome_799	90.6019	56.6507
genome_8	73.5210	12.9979
genome_80	99.8668	20.6326
genome_800	98.4650	61.3854
genome_801	90.4628	35.5241
genome_802	81.1806	77.9522
genome_803	81.0338	33.9885
genome_804	81.0717	0.5562
genome_805	59.6005	51.6453
genome_806	95.4863	83.4125
genome_807	83.3954	57.2746
genome_808	99.5144	0.0332
genome_809	76.1475	0.3973
genome_81	72.5708	44.1732
genome_810	64.8054	0.9981
genome_811	99.3669	44.6732
genome_812	99.4116	18.7148
genome_813	81.0819	68.0798
genome_814	86.2877	74.6076
genome_815	99.5269	90.6748
genome_816	99.8372	0.6472
genome_817	70.1901	0.1897
genome_818	98.7199	88.6512
genome_819	53.8471	17.2330
genome_82	75.6390	58.3532
genome_820	95.8156	81.2223
genome_821	62.1062	21.3897
genome_822	69.4876	0.6592
genome_823	65.4935	38.0731
genome_824	65.1660	0.0589
genome_825	60.3247	45.8526
genome_826	67.2666	10.1522
genome_827	68.7630	16.5744
genome_828	86.6199	62.2408
genome_829	88.4452	58.9128
genome_83	99.9631	1.5732
genome_830	83.6713	38.2012
genome_831	60.7313	0.0635
genome_832	99.9048	9.2436
genome_833	99.7540	50.8152
genome_834	79.4205	75.8191
genome_835	83.1005	33.5034
genome_836	73.6535	53.5359
genome_837	60.7560	0.4547
genome_838	64.9219	0.3088
genome_839	99.6945	0.6545
genome_84	59.6941	0.0647
genome_840	80.1000	22.2305
genome_841	52.9473	21.6395
genome_842	72.8580	0.3719
genome_843	78.4134	72.1146
genome_844	66.7204	70.4581
genome_845	99.8020	0.2779
genome_846	79.5832	72.6541
genome_847	82.7191	73.1969
genome_848	93.0451	83.8502
genome_849	99.9048	7.6946
genome_85	87.7602	78.2497
genome_850	99.9255	0.2293
genome_851	60.4632	38.1510
genome_852	82.7308	30.8139
genome_853	92.5198	64.6089
genome_854	57.9940	50.1281
genome_855	94.9261	69.4496
genome_856	90.9101	75.0838
genome_857	73.8484	66.6548
genome_858	99.6179	81.9982
genome_859	63.7122	44.4940
genome_86	63.2466	0.0968
genome_860	74.2685	1.1332
genome_861	60.6834	27.9040
genome_862	98.9645	85.2091
genome_863	63.9565	26.4420
genome_864	99.8266	70.2752
genome_865	54.7971	40.7532
genome_866	99.9566	80.2192
genome_867	88.5573	60.1607
genome_868	89.9889	0.0700
genome_869	66.9407	0.1734
genome_87	84.6434	30.5822
genome_870	98.3082	12.1915
genome_871	90.6046	66.9522
genome_872	99.5031	58.8737
genome_873	60.7845	56.6652
genome_874	89.9070	37.6469
genome_875	77.9927	28.1743
genome_876	85.6650	38.0567
genome_877	83.3977	1.8088
genome_878	71.6226	25.5738
genome_879	99.9709	2.9555
genome_88	99.0864	80.5848
genome_880	61.8246	11.7393
genome_881	87.8485	62.5956
genome_882	59.4663	1.3674
genome_883	97.8415	12.7183
genome_884	97.1971	79.2041
genome_885	84.1787	68.4360
genome_886	67.2748	0.4030
genome_887	80.3412	0.1457
genome_888	83.2465	78.8891
genome_889	85.8905	85.9620
genome_89	99.7441	4.4633
genome_890	99.9482	0.9231
genome_891	99.9720	1.4253
genome_892	73.0596	46.5867
genome_893	99.6545	27.1422
genome_894	79.2797	54.1801
genome_895	99.1617	85.1840
genome_896	96.8549	62.1548
genome_897	53.8348	6.7842
genome_898	62.4341	2.2842
genome_899	80.7918	3.5688
genome_9	99.8903	1.0810
genome_90	89.0848	3.7980
genome_900	98.9618	89.2922
genome_901	81.5094	36.6057
genome_902	67.1941	18.9353
genome_903	89.6852	69.2271
genome_904	70.5249	27.3226
genome_905	79.2380	23.8485
genome_906	99.9154	91.1389
genome_907	79.4964	38.3745
genome_908	82.1804	0.2341
genome_909	78.3385	2.0218
genome_91	77.6890	63.2266
genome_910	84.2757	31.4247
genome_911	92.2895	27.0686
genome_912	78.8643	3.8269
genome_913	54.9314	44.8362
genome_914	51.7090	0.0099
genome_915	75.5011	0.4636
genome_916	68.4980	22.8896
genome_917	89.7682	0.1932
genome_918	76.6397	51.5302
genome_919	94.6660	44.3585
genome_92	99.7932	59.5320
genome_920	54.6696	1.1300
genome_921	83.0858	0.1741
genome_922	99.8494	0.4729
genome_923	86.0218	2.5139
genome_924	88.2003	71.9520
genome_925	85.9739	21.8100
genome_926	95.3715	28.9795
genome_927	98.0210	56.6797
genome_928	77.8806	70.6582
genome_929	82.1788	77.9618
genome_93	83.1804	65.2498
genome_930	63.1679	56.7535
genome_931	61.9241	0.8761
genome_932	61.8695	0.0165
genome_933	96.0152	45.6028
genome_934	79.4120	61.8961
genome_935	56.8922	33.7266
